question,adapter_name
令和四年七月二十五日に任期が満了する参議院議員の通常選挙における在外投票の時間の特例はどのように定められていますか？,japanese general law
労働者協同組合法施行規則の第一章では何について定められているか？,japanese general law
旅券法施行規則に基づく申請方法にはどのようなものがありますか？,japanese general law
新型コロナウイルス感染症対策地方税減収補塡特別交付金に関する省令は、どの法律の規定に基づいて定められていますか？,japanese general law
重要施設周辺及び国境離島等における土地等の利用状況の調査及び利用の規制等に関する法律施行規則の施行日はいつですか？,japanese general law
性行為映像制作物への出演に関する法律の目的は何ですか？,japanese general law
特定電気通信役務提供者の損害賠償責任の制限及び発信者情報の開示に関する法律施行規則において、発信者情報として定められているものは何ですか？,japanese general law
この政令は何に基づいて制定されたのですか？,japanese general law
非訟事件手続法第九十条第八項及び第九十一条第五項並びに家事事件手続法第百四十六条の二第二項の規定による公告はどのように行われるか？,japanese general law
財務大臣は、東京地下鉄株式会社の株式の売払いについてどのような契約方法を採用できるとされていますか？,japanese general law
高圧ガス保安法等の一部を改正する法律（令和四年法律第七十四号）の施行日はいつですか？,japanese general law
借地借家法施行規則において、電子情報処理組織を使用する方法として定められている具体的な方法は何ですか？,japanese general law
この政令に基づく不当廉売関税の税率は、大韓民国と中国を原産地とする特定貨物に対してそれぞれ何パーセントですか？,japanese general law
取引デジタルプラットフォーム提供者が消費者の利益保護のために講じた措置の開示方法は何ですか？,japanese general law
令和四年八月一日から同月二十二日までの間に発生した災害は何によるものですか？,japanese general law
預託等取引に関する法律に基づく内閣府令で定める期間はどれくらいですか？,japanese general law
地方公共団体の議会の議員及び長の選挙期日等の臨時特例に関する法律に基づいて制定された政令は何に関するものですか？,japanese general law
国家公務員退職手当法附則第十二項第一号に規定する内閣官房令で定める職員はどのような業務に従事する者ですか？,japanese general law
内閣は、特定外来生物による生態系等に係る被害の防止に関する法律の一部を改正する法律に基づき、何を制定しましたか？,japanese general law
令和四年度分の震災復興特別交付税の額の決定時期はいつですか？,japanese general law
相続等により取得した土地所有権の国庫への帰属に関する法律に基づく政令の施行日はいつですか？,japanese general law
特別委員の任期は何年ですか？,japanese general law
農山漁村の活性化のための定住等及び地域間交流の促進に関する法律第五条第十一項に基づく政令で定められた施設は何ですか？,japanese general law
内閣はどの法律に基づいてこの政令を制定しましたか？,japanese general law
経済施策を一体的に講ずることによる安全保障の確保の推進に関する法律に基づき、特定重要物資として指定されている物資の一例を挙げてください。,japanese general law
土地等利用状況審議会の部会長の役割は何ですか？,japanese general law
労働者協同組合が行うことができない事業は何ですか？,japanese general law
重要施設周辺及び国境離島等における土地等の利用状況の調査及び利用の規制等に関する法律に基づき、政令で定める施設にはどのようなものがありますか？,japanese general law
令和四年度における高齢者の医療の確保に関する法律に基づく負担調整基準率は何パーセントですか？,japanese general law
令和四年七月十四日から同月二十日までの間の豪雨による災害に対して内閣が適用した措置は何ですか？,japanese general law
環境と調和のとれた食料システムの確立のための環境負荷低減事業活動の促進等に関する法律に基づく政令で、林業・木材産業改善資金の償還期間は最大何年以内と定められていますか？,japanese general law
内閣が制定した政令は何に基づいていますか？,japanese general law
日本中央競馬会法第二十九条の二第三項に基づく政令の施行期日はいつですか？,japanese general law
令和三年七月二十八日及び同月二十九日の暴風雨による災害は、どの台風によるものですか？,japanese general law
植物防疫法の一部を改正する法律の施行に伴い、農林水産大臣は施行日前に何を行うことができますか？,japanese general law
令和四年九月十七日から同月二十四日までの間の暴風雨及び豪雨による災害は、どのような措置が適用される激甚災害とされていますか？,japanese general law
ウクライナ被災民救援国際平和協力隊はどのような目的で設置されましたか？,japanese general law
関税暫定措置法第三条第一項に基づく政令で、ロシアを原産地とする物品に対する関税率が適用される期間はいつからいつまでですか？,japanese general law
内閣はどの法律の規定に基づいてこの政令を制定しましたか？,japanese general law
令和九年に開催される国際園芸博覧会の準備及び運営のために必要な特別措置に関する法律に基づき、無償で使用できる国有財産は何ですか？,japanese general law
内閣が制定したプラスチックに係る資源循環の促進等に関する法律に基づく政令の施行日はいつですか？,japanese general law
この政令は何に基づいて制定されましたか？,japanese general law
令和四年度出産・子育て応援給付金の支給を受ける権利はどのような制限がありますか？,japanese general law
この法律はいつ施行されますか？,japanese general law
令和四年度子育て世帯生活支援特別給付金の支給を受ける権利はどのような制限がありますか？,japanese general law
内閣はどの法律に基づいて取引デジタルプラットフォームを利用する消費者の利益の保護に関する政令を制定しましたか？,japanese general law
特定水産動植物等の国内流通の適正化等に関する法律に基づき、都道府県知事が行う事務の例を挙げてください。,japanese general law
この法律の目的は何ですか？,japanese general law
この法律の目的は何ですか？,japanese general law
この法律の目的は何ですか？,japanese general law
この法律の目的は何ですか？,japanese general law
法務省関係の改正条文は第何条から第何条までですか？,japanese general law
令和五年における指定都市の長の選挙の期日はいつですか？,japanese general law
内航海運業者が契約の相手方に電磁的方法による提供を行うためには、どのような手続きを踏む必要がありますか？,japanese general law
内閣が地方公共団体情報システムの標準化に関する法律に基づいて制定した政令には、どのような事務が含まれていますか？,japanese general law
令和四年度電力・ガス・食料品等価格高騰緊急支援給付金とは何ですか？,japanese general law
この法律の目的は何ですか？,japanese general law
こども家庭庁の設置目的は何ですか？,japanese general law
この法律の目的は何ですか？,japanese general law
在外教育施設法の目的は何ですか？,japanese general law
不動産登記令第七条第二項に基づき、会計検査院の所管に属する不動産に関する権利の登記を嘱託する職員は誰ですか？,japanese general law
国際園芸博覧会協会の指定に関する規定はどの条文に記載されていますか？,japanese general law
この法律の目的は何ですか？,japanese general law
特定資金移動履行保証金の取戻しを行う際に必要な手続きは何ですか？,japanese general law
デジタル庁の所管に属する不動産及び船舶に関する権利の登記を嘱託する職員は誰ですか？,japanese general law
カジノ管理委員会の所管する法令に係る手続等を情報通信技術を活用して行う場合、どのような方法が定められているか？,japanese general law
特定複合観光施設区域整備法関係手数料規則において、電子ゲームシステムのキャビネット及び外部扉等に係る試験の費用額はいくらですか？,japanese general law
デジタル庁の主管又は所管に係る一般会計及び特別会計の歳入はどのように納付することができるか？,japanese general law
産業競争力強化法に基づく新技術等実証及び新事業活動に関する規制の特例措置の整備等及び規制改革の推進に関する命令は何に基づいて定められていますか？,japanese general law
デジタル庁所管補助金等交付規則の第七条に基づく実績報告の手続きについて、報告の提出期限はいつですか？,japanese general law
デジタル庁聴聞手続規則の第六条では、主宰者の指名はいつまでに行う必要があるとされていますか？,japanese general law
デジタル庁の所管する法令に係る情報通信技術を活用した行政の推進等に関する法律施行規則の趣旨は何ですか？,japanese general law
産業競争力強化法第二条第十三項に基づく生産工程効率化等設備の定義は何ですか？,japanese general law
デジタル庁における企画官の役割と定数について説明してください。,japanese general law
産業競争力強化法等の一部を改正する等の法律（令和三年法律第七十号）の施行日はいつですか？,japanese general law
この法律の目的は何ですか？,japanese general law
デジタル庁が無償で物品を貸し付ける場合の条件は何ですか？,japanese general law
この法律の目的は何ですか？,japanese general law
公益信託の引受けの許可を申請する際に必要な書類は何ですか？,japanese general law
中小企業等協同組合法に基づく立入検査の際に職員が携帯する証票及び証明書の様式について、どのような特例が定められていますか？,japanese general law
自動車から排出される窒素酸化物及び粒子状物質の特定地域における総量の削減等に関する特別措置法に基づく立入検査の際に職員が携帯する証明書の様式に関する命令は何に基づいて定められていますか？,japanese general law
食品循環資源の再生利用等の促進に関する法律第二十四条第一項及び第三項の規定による立入検査の際に職員が携帯する証明書の様式は何に基づいて定められていますか？,japanese general law
保険業法等の一部を改正する法律に基づく立入検査の際に職員が携帯する証票の様式に関する特例は何に基づいて定められていますか？,japanese general law
特定特殊自動車排出ガスの規制等に関する法律に基づく立入検査の際に職員が携帯する証明書の様式に関する特例は何に基づいて定められていますか？,japanese general law
農用地の土壌の汚染防止等に関する法律に基づく立入調査の際に職員が携帯する証明書の様式は何に基づいて定められるか？,japanese general law
特定工場における公害防止組織の整備に関する法律に基づく立入検査の際に職員が携帯する証明書の様式に関する省令は、どのように定められているか？,japanese general law
フロン類の使用の合理化及び管理の適正化に関する法律と使用済自動車の再資源化等に関する法律に基づく立入検査の際に職員が携帯する証明書の様式はどのように定められていますか？,japanese general law
建築物木材利用促進協定を締結しようとする事業者等は、どのような手続きを行う必要がありますか？,japanese general law
愛玩動物看護師法に基づく指定登録機関が名称や所在地を変更する場合、どのような手続きを行う必要がありますか？,japanese general law
農薬取締法に基づく立入検査の際に職員が携帯する証明書の様式に関する特例は何に基づいて定められていますか？,japanese general law
温泉法に基づく立入検査の際に職員が携帯する証明書の様式はどのように定められていますか？,japanese general law
物価統制令の臨検検査を行う職員が携帯する証明書の様式に関する特例は何に基づいて定められていますか？,japanese general law
物価統制令に基づく臨検検査をする職員の身分証票の様式は何に基づいて定められていますか？,japanese general law
犯罪による収益の移転防止に関する法律第十六条第一項に基づく立入検査を行う職員の身分証明書の様式について、どのような特例が定められていますか？,japanese general law
動物の愛護及び管理に関する法律に基づく指定登録機関が名称や所在地を変更する場合、どのような手続きを行う必要がありますか？,japanese general law
過疎地域の持続的発展の支援に関する特別措置法施行規則の第一条では、どのようにして加算額を算定するか？,japanese general law
動物の愛護及び管理に関する法律に基づき、運動スペース一体型飼養等とは何ですか？,japanese general law
地すべり等防止法に基づく立入検査の際に職員が携帯する証明書の様式に関する特例は、どのような規定に基づいて定められていますか？,japanese general law
不動産特定共同事業法に基づく立入検査の際に職員が携帯する証明書の様式に関する特例は何に基づいて定められていますか？,japanese general law
海岸法に基づく立入検査等の際に職員が携帯する証明書の様式に関する特例は何に基づいて定められていますか？,japanese general law
中小企業団体の組織に関する法律第九十三条第一項に基づく立入検査の際に職員が携帯する証明書の様式について、どのような特例が定められているか？,japanese general law
海上運送法に基づく導入促進円滑化業務の実施に関する方針において定められている事項は何ですか？,japanese general law
国土交通省の所管する法律の規定に基づく立入検査等の際に職員が携帯する証明書の様式の特例に関する省令は、どのような法律に基づいて定められていますか？,japanese general law
造船法に基づいて事業基盤強化促進円滑化業務の実施に関する方針では、どのような事項が定められているか？,japanese general law
小売商業調整特別措置法第十九条第一項の規定に基づく立入検査の際に職員が携帯する証明書の様式はどのように定められていますか？,japanese general law
住宅宿泊事業法に基づく立入検査の際に職員が携帯する証明書の様式に関する特例は何ですか？,japanese general law
産業競争力強化法に基づく省令で、債権譲渡通知等の記録保存期間は何年間と定められていますか？,japanese general law
特定複合観光施設区域整備法に基づく監査人の職務遂行のために、監査人が意思疎通を図るべき者は誰ですか？,japanese general law
民間事業者が犯罪利用預金口座等に係る資金による被害回復分配金の支払等に関する法律に基づく書面の保存を電磁的記録で行う場合、どのような方法で保存しなければならないか？,japanese general law
中小企業等経営強化法第三条第三項の主務省令で定める軽微な変更とは何ですか？,japanese general law
消費生活用製品安全法に基づく立入検査の際に職員が携帯する証明書の様式は、どのように定められているか？,japanese general law
犯罪利用預金口座等に係る資金による被害回復分配金の支払等に関する法律及び民間公益活動を促進するための休眠預金等に係る資金の活用に関する法律に基づく立入検査の際に職員が携帯する証明書の様式について、どのような特例が定められているか？,japanese general law
産業競争力強化法第百二十六条第四項ただし書の経済産業省令・総務省令で定める軽微な変更とは何ですか？,japanese general law
下請中小企業振興法に基づく認定を受けようとする者は、どのような手続きを経る必要がありますか？,japanese general law
産業競争力強化法に基づく場所の定めのない株主総会に関する省令の第一条で定められている要件は何ですか？,japanese general law
家庭用品品質表示法第十九条第二項に基づく立入検査の際に職員が携帯する証明書の様式は、どのように定められていますか？,japanese general law
公的給付の支給等の迅速かつ確実な実施のための預貯金口座の登録等に関する法律施行規則の第二条では、どのような給付が対象とされていますか？,japanese general law
信用保証協会法に基づく立入検査の際に職員が携帯する証票の様式に関する特例はどのように定められているか？,japanese general law
環境影響評価法施行令の一部を改正する政令の施行に伴う経過措置に関する省令の手続未着手事業の届出にはどのような情報が必要ですか？,japanese general law
産業競争力強化法第二条第十四項の主務省令で定める商品にはどのようなものがありますか？,japanese general law
愛玩動物看護師法施行規則第一条では、どのような障害を持つ者が愛玩動物看護師の業務を適正に行うことができないとされていますか？,japanese general law
農林水産物及び食品の輸出の促進に関する法律に基づく立入調査の際に職員が携帯する証明書の様式に関する特例はいつ施行されますか？,japanese general law
愛玩動物看護師養成所の指定を受けるための申請手続にはどのような事項を記載する必要がありますか？,japanese general law
発電用太陽電池設備に関する技術基準を定める省令は、どの法律の規定に基づいて定められていますか？,japanese general law
畜舎等の建築等及び利用の特例に関する法律施行規則の目的は何ですか？,japanese general law
米穀等の取引等に係る情報の記録及び産地情報の伝達に関する法律第十条第一項の規定に基づく立入検査の際に職員が携帯する証明書の様式は何に基づいて定められるか？,japanese general law
火薬類取締法及び関係法令の規定を実施するために、経済産業省の職員が立入検査等の際に携帯する証明書の様式について定めた省令は何ですか？,japanese general law
特定デジタルプラットフォームの透明性及び公正性の向上に関する法律施行規則は何のために定められたか？,japanese general law
独立行政法人農業者年金基金法附則第十九条第三項の規定により読み替えられた同法第六十四条第一項の規定による立入検査の際に職員が携帯する証明書の様式に関する省令は何に基づいて定められていますか？,japanese general law
米穀等の取引等に係る情報の記録及び産地情報の伝達に関する法律に基づく立入検査の際に職員が携帯する証明書の様式について、どのような特例が定められていますか？,japanese general law
農林水産省の職員が立入検査の際に携帯する証明書の様式に関する特例を定めた省令は何ですか？,japanese general law
畜舎等の建築等及び利用の特例に関する法律施行規則第一条で定められている、家畜の飼養の用に供する施設に関連する施設にはどのようなものがありますか？,japanese general law
食品衛生法に基づく臨検検査又は収去の際に職員が携帯する証明書の様式に関する特例は何ですか？,japanese general law
地域における医療及び介護の総合的な確保の促進に関する法律に基づき、支払基金連結情報提供業務に関する省令の施行日はいつですか？,japanese general law
支払基金は、予見することができない理由による支出予算の不足を補うために何を設けることができますか？,japanese general law
過疎地域の持続的発展の支援に関する特別措置法第二十一条に基づく経営改善計画にはどのような事項を記載する必要がありますか？,japanese general law
特定石綿被害建設業務労働者等に対する給付金等の支給に関する法律施行規則の第一条において、石綿の粉じんが滞留するおそれがあるとされる建物の条件は何ですか？,japanese general law
厚生労働省の職員が立入検査等の際に携帯する証明書の様式に関する省令は何に基づいて定められていますか？,japanese general law
特別支援学校の設置基準はどのように定められているか？,japanese general law
医薬品、医療機器等の品質、有効性及び安全性の確保等に関する法律第二十三条の二十五第七項に基づき定められた省令の趣旨は何ですか？,japanese general law
文化財登録原簿に記載される事項は何ですか？,japanese general law
社会福祉連携推進法人は、会計処理を行う際にどのような原則に従う必要がありますか？,japanese general law
医薬品、医療機器等の品質、有効性及び安全性の確保等に関する法律第十四条第八項に基づく省令の趣旨は何ですか？,japanese general law
令和三年東京オリンピック競技大会・東京パラリンピック競技大会特別措置法施行規則において、覚醒剤を携帯して輸入または輸出するための許可申請にはどのような情報が必要ですか？,japanese general law
預金保険機構が預貯金者の意思に基づく個人番号の利用による預貯金口座の管理等に関する法律に基づいて行う業務の特例に関する命令はいつ施行されましたか？,japanese general law
文化財登録原簿に記載される事項にはどのようなものがありますか？,japanese general law
民事執行法第二百五条第一項に基づき、法務省令で定める登記所はどこですか？,japanese general law
科学技術・イノベーション創出の活性化に関する法律施行規則において、法務総合研究所研究部が定められているのはどの条文ですか？,japanese general law
令和三年四月二十五日に行われる参議院選挙区選出議員の再選挙又は補欠選挙における、ジャマイカ日本国大使の管理する投票場所での投票時間は何時から何時までですか？,japanese general law
国立大学法人の長期借入金の償還期間の特例について、どのような変更が行われたか説明してください。,japanese general law
預金保険機構が公的給付の支給等の迅速かつ確実な実施のために行う業務に関する特例について、どのような事項が記載されているか？,japanese general law
第四十九回衆議院議員総選挙における在外投票の時間の特例はどのように定められていますか？,japanese general law
在外公館に勤務する外務公務員の在勤基本手当の月額の調整に関する規則はいつ施行されますか？,japanese general law
令和三年度分の地方交付税の交付額の特例に関する省令は、どの法律の規定に基づいて定められていますか？,japanese general law
特定患者等の郵便等を用いて行う投票方法の特例に関する法律施行規則の第一条では、請求書の様式についてどのように定められていますか？,japanese general law
輸出貿易管理令別表第二の三第一号の二イに掲げる貨物で、経済産業省令で定めるものにはどのような物質が含まれますか？,japanese general law
民間事業者等が地方自治法に係る書面の保存等を電磁的記録で行う場合、どのような方法で保存する必要がありますか？,japanese general law
宇宙資源の探査及び開発に関する事業活動の促進に関する法律施行規則の第二条で定められている行為は何ですか？,japanese general law
文化財保護法第百八十二条の二第一項の規定に基づく地方登録文化財の登録提案に必要な書類は何ですか？,japanese general law
有明海及び八代海等を再生するための特別措置に関する法律第十一条第一項に基づき定められた特定事業にはどのようなものがありますか？,japanese general law
児童手当法及び関係法令の規定を実施するために定められた内閣府令の施行日はいつですか？,japanese general law
過疎地域の持続的発展の支援に関する特別措置法第二十四条に基づく課税免除や不均一課税の適用条件は何ですか？,japanese general law
消費者庁の職員が立入検査の際に携帯する身分証明書の様式について定めている法律は何ですか？,japanese general law
金融サービスの提供に関する法律に基づく金融サービス仲介業者保証金規則の第1条では、権利の実行の申立てを行うためにどのような手続きが必要ですか？,japanese general law
特定秘密の保護に関する法律に基づく手続きを電子情報処理組織を使用して行う場合、必要な事項はどのように定められていますか？,japanese general law
令和三年八月七日から同月二十三日までの間に発生した災害は、どのような災害として指定されましたか？,japanese general law
愛玩動物看護師法において、免許証等の再交付手数料はいくらですか？,japanese general law
令和三年五月七日から七月十四日までの間の豪雨による災害はどのように指定されていますか？,japanese general law
医療法等の一部を改正する法律（令和三年法律第四十九号）附則第十八条に基づき制定された政令の目的は何ですか？,japanese general law
地方公共団体情報システム機構は、国庫納付金の計算書をいつまでに内閣総理大臣及び総務大臣に提出しなければならないか？,japanese general law
過疎地域の持続的発展の支援に関する特別措置法第十四条第一項第七号に基づき、総務省令で定める事業者にはどのような条件がありますか？,japanese general law
特定複合観光施設区域整備法に基づき、再交付を申請する場合の手数料はいくらですか？,japanese general law
デジタル庁に置かれる統括官の人数は何人ですか？,japanese general law
デジタル社会推進会議の庶務はどの機関が処理することになっていますか？,japanese general law
内閣が制定した政令で、預貯金口座の管理等に関する法律第十四条に規定する金額はいくらですか？,japanese general law
過疎地域の持続的発展の支援に関する特別措置法第十四条第二項に基づく総務省令で定める額の算定方法は何ですか？,japanese general law
デジタル庁設置法第四条第二項第十八号に基づく政令で定める情報システムにはどのようなものがありますか？,japanese general law
第七条に基づき、北海道国立大学機構が承継する資産の価額を評価する評価委員は誰が任命するか？,japanese general law
内閣が制定した政令で、公的給付の支給等の迅速かつ確実な実施のための預貯金口座の登録等に関する法律第十六条第一項に基づく金額はいくらですか？,japanese general law
飲食業消費喚起事業給付金の概算払をするためには、どの大臣の指定を受けた者に権限を付与する必要がありますか？,japanese general law
新型インフルエンザ等対策推進会議において、特別の事項を調査審議するために置かれる委員の種類は何ですか？,japanese general law
造船法第十八条第一項第一号の政令で定める金融機関にはどのような種類がありますか？,japanese general law
令和三年度分の震災復興特別交付税の額の決定時期と交付時期はいつですか？,japanese general law
特定石綿被害建設業務労働者等認定審査会の委員はどのように任命されますか？,japanese general law
この政令はどの法律に基づいて制定されましたか？,japanese general law
産業競争力強化法第十四条の二第三号の政令で定める事項は何ですか？,japanese general law
特定患者等が郵便等を用いて投票するための手続きはどのように行われますか？,japanese general law
この政令において「保存義務者」とは何を指しますか？,japanese general law
福島復興再生特別措置法に基づいて制定された政令の目的は何ですか？,japanese general law
令和三年度における高齢者の医療の確保に関する法律に基づく調整対象給付費見込額に係る率は何パーセントですか？,japanese general law
令和二年九月三日から同月七日までの間の暴風雨による災害で、福岡県糟屋郡新宮町及び鹿児島県熊毛郡屋久島町に適用される措置は何ですか？,japanese general law
内閣はどの法律に基づいて過疎地域の持続的発展の支援に関する政令を制定しましたか？,japanese general law
災害対策基本法第百二条第一項の政令で定める年度は、令和二年五月十五日から七月三十一日までの豪雨による災害について、どの年度からどの年度までとされていますか？,japanese general law
令和三年度子育て世帯等臨時特別給付金の支給を受ける権利は、どのような扱いが禁止されていますか？,japanese general law
特定デジタルプラットフォームの透明性及び公正性の向上に関する法律に基づき、内閣が制定した政令は何に関するものですか？,japanese general law
この政令は何に基づいて制定されましたか？,japanese general law
この法律の目的は何ですか？,japanese general law
宇宙資源の探査及び開発に関する事業活動を行う者が、宇宙資源の所有権を取得するための条件は何ですか？,japanese general law
自然災害義援金に関する法律の趣旨は何ですか？,japanese general law
この法律は何を目的として制定されたのですか？,japanese general law
この法律の目的は何ですか？,japanese general law
過疎地域の持続的発展を支援するために必要な特別措置は何ですか？,japanese general law
この法律の目的は何ですか？,japanese general law
この法律の目的は何ですか？,japanese general law
この法律の第一章の目的は何ですか？,japanese general law
デジタル庁の設置の目的は何ですか？,japanese general law
この法律の目的は何ですか？,japanese general law
令和元年度の一般会計歳入歳出の決算上の剰余金について、財政法第六条第一項の規定は適用されますか？,japanese general law
この法律の目的は何ですか？,japanese general law
令和二年度子育て世帯生活支援特別給付金はどのような条件で差し押さえることができないとされていますか？,japanese general law
第四章では、預金保険機構の業務に関する特例についてどのような規定が設けられていますか？,japanese general law
この法律の第一章の目的は何ですか？,japanese general law
デジタル社会の形成に関する法律の目的は何ですか？,japanese general law
この法律の第一条の趣旨は何ですか？,japanese general law
この法律の目的は何ですか？,japanese general law
課徴金の減免に係る報告及び資料の提出に関する規則の改正はいつ施行されましたか？,japanese general law
人事院規則の第一条の趣旨は何ですか？,japanese general law
「原子力利用における安全対策の強化のための法律」の施行日はいつですか？,japanese general law
原子力規制委員会の所管する法令に基づく手続等を情報通信技術を活用して行う場合、どのような方法が規定されていますか？,japanese general law
この法律の第一章の目的は何ですか？,japanese general law
自衛隊の特定行事や特定施設に入場する際に必要な手続きは何ですか？,japanese general law
学校教育法等の一部を改正する法律の施行に伴う関係政令の整備及び経過措置に関する政令附則第三項の規定により、東海国立大学機構が行う環境報告書の作成及び公表はいつから始まりますか？,japanese general law
自衛隊法に基づき、「故中曽根康弘」内閣・自由民主党合同葬儀における自衛隊の礼式の目的は何ですか？,japanese general law
核原料物質、核燃料物質及び原子炉の規制に関する法律の一部改正に伴い、使用施設等の技術基準に関する規則はいつ施行されましたか？,japanese general law
特定高度情報通信技術活用システム導入計画の認定を受けようとする者は、どのような書類を主務大臣に提出しなければならないか？,japanese general law
新型コロナウイルス感染症に対処するための廃棄物の処理及び清掃に関する法律施行規則の特例を定める省令の施行期日はいつですか？,japanese general law
核原料物質、核燃料物質及び原子炉の規制に関する法律第六十一条の二第一項及び第二項に基づき、工場等において用いた資材その他の物に含まれる放射性物質の放射能濃度の確認等に関する規則はどのように定められていますか？,japanese general law
核原料物質、核燃料物質及び原子炉の規制に関する法律の一部改正に伴い、使用済燃料貯蔵施設の技術基準に関する規則はどのように定められていますか？,japanese general law
この規則はどのような原子炉及びその附属施設に適用されますか？,japanese general law
福島復興再生特別措置法に基づき、福島イノベーション・コースト構想推進機構への派遣に関する人事院規則の目的は何ですか？,japanese general law
文化観光拠点施設を中核とした地域における文化観光の推進に関する法律施行規則の第一条で定められている文化資源の解説及び紹介の方法は何ですか？,japanese general law
原子力利用における安全対策の強化のための法律の一部改正に伴い、加工施設の技術基準に関する規則の定義について説明してください。,japanese general law
再処理施設の技術基準に関する規則はどの法律に基づいて定められたか？,japanese general law
原子力利用における安全対策の強化のための法律の改正に伴い、原子力規制検査等に関する規則はどのように定められていますか？,japanese general law
女性の職業生活における活躍の推進に関する法律等の一部を改正する法律の施行日はいつですか？,japanese general law
この規則の目的は何ですか？,japanese general law
国土交通大臣は、共同経営計画を提出されたときにどのような手続きを行う必要がありますか？,japanese general law
特定車両停留施設の構造及び設備の基準を定める省令の趣旨は何ですか？,japanese general law
自動車の特定改造等の許可に関する省令はどの法律に基づいて定められていますか？,japanese general law
船員法第一条第二項第三号の漁船の範囲を定める政令第二号に基づく漁船の種類にはどのようなものがありますか？,japanese general law
地域における一般乗合旅客自動車運送事業及び銀行業に係る基盤的なサービスの提供の維持を図るための法律の特例に関する法律施行規則の目的は何ですか？,japanese general law
特定物質等の規制等によるオゾン層の保護に関する法律第十一条第一項に基づく省令で定められた、オゾン層を破壊する物質の破壊技術にはどのようなものがありますか？,japanese general law
文化観光拠点施設を中核とした地域における文化観光の推進に関する法律施行規則において、共通乗車船券の発行に関する届出書に記載すべき事項は何ですか？,japanese general law
地域経済牽引事業の促進による地域の成長発展の基盤強化に関する法律第二十二条第一項第二号の経済産業省令・財務省令で定める金融機関にはどのようなものがありますか？,japanese general law
電気事業法等の一部を改正する等の法律に基づき、承継法人が分割により承継した兼業者たる法人の権利の登記等の登録免許税の免税を受けるためには何が必要ですか？,japanese general law
特定複合観光施設区域整備法に基づく区域整備計画の内容にはどのような事項が含まれますか？,japanese general law
産業競争力強化法に基づく省令の目的は何ですか？,japanese general law
賃貸住宅の管理業務等の適正化に関する法律施行規則の第一章の内容は何ですか？,japanese general law
防災重点農業用ため池に係る防災工事等の推進に関する特別措置法施行規則はいつ施行されましたか？,japanese general law
地域経済牽引事業の促進による地域の成長発展の基盤強化に関する法律第十三条第三項第三号ハの経済産業省令で定める事項は何ですか？,japanese general law
労働者災害補償保険法第五十条の規定に基づく省令は、令和何年度の予算から適用されるか？,japanese general law
日英特恵輸入証明書の発給申請はどのように行う必要がありますか？,japanese general law
国家戦略特別区域法第二十八条の二第一項に基づき、データの安全管理に係る基準として求められる条件は何ですか？,japanese general law
新型コロナウイルス感染症等の影響により特定計量器の検定を受けることができない場合、経済産業大臣はどのような措置を取ることができるか？,japanese general law
家畜遺伝資源に係る不正競争の防止に関する法律施行規則は何を定めていますか？,japanese general law
電気事業法等の一部を改正する等の法律附則第四十七条第一項に基づく分割証明情報の申請手続に関する省令において、承継法人が分割証明情報の提供を求める際に提出しなければならない書類は何ですか？,japanese general law
漁業法第三十三条第一項に基づく特定水産資源の採捕の停止に関する省令は、どのような場合に特定水産資源の採捕が再開されるか？,japanese general law
特定高度情報通信技術活用システムの開発供給及び導入の促進に関する法律施行規則の第2条では、全国5Gシステムの設備としてどのようなものが定められていますか？,japanese general law
農林水産物及び食品の輸出の促進に関する法律に基づく輸出事業計画の認定申請に必要な書類は何ですか？,japanese general law
死因究明等推進本部の事務局には何人の企画官が置かれるか？,japanese general law
農林水産物及び食品の輸出の促進に関する法律施行規則に基づき、主務大臣が発行する輸出証明書の種類は何ですか？,japanese general law
年金生活者支援給付金の支給に関する法律施行令第十八条第一項に規定する厚生労働省令で定める期日はいつですか？,japanese general law
特定高度情報通信技術活用システムの開発供給及び導入の促進に関する法律施行規則において、法第二条第一項第二号の経済産業省令で定める機器は何ですか？,japanese general law
令和二年七月三日からの大雨による災害に対処するための要介護認定有効期間及び要支援認定有効期間の特例に関する省令は、どのような規定に基づいて定められましたか？,japanese general law
独立行政法人情報処理推進機構の業務運営に関する省令は何に基づいて定められていますか？,japanese general law
地方公共団体金融機構法附則第十四条の規定により、令和五年度において国に帰属させる公庫債権金利変動準備金の金額はいくらですか？,japanese general law
公立の義務教育諸学校等の教育職員の給与等に関する特別措置法施行規則はいつ施行されましたか？,japanese general law
新型コロナウイルス感染症対応休業支援金はどのような条件で支給されますか？,japanese general law
漁業法施行規則の第一章は何に関するものですか？,japanese general law
地域人口の急減に対処するための特定地域づくり事業の推進に関する法律に基づき、労働者派遣事業を行おうとする特定地域づくり事業協同組合は何をしなければならないか？,japanese general law
漁業法改正法の施行に伴う漁業権の耐用年数の経過措置に関する省令はいつ施行されますか？,japanese general law
特別会計に関する法律第百四条第六項に基づいて定められた規則の施行日はいつですか？,japanese general law
法人企業統計調査規則第八条第一項に規定する調査票の提出期限の特例は、令和元年度下期調査においてどのように定められていますか？,japanese general law
令和二年法律第十四号の施行に伴い、育児休業給付資金事務取扱規則はいつから施行されますか？,japanese general law
新型コロナウイルス感染症対策中小企業等持続化給付金の過誤払による返還金の納付手続の特例に関する省令は何に基づいて定められていますか？,japanese general law
