question,answer
独立行政法人農畜産業振興機構法施行令の改正に関する政令の施行期日はいつですか？,平成三十年四月一日から施行する。
独立行政法人郵便貯金簡易生命保険管理・郵便局ネットワーク支援機構が積立金の額に相当する金額を次の中期目標の期間における積立金として整理しようとする場合、どのような手続きが必要ですか？,承認申請書を総務大臣に提出し、次の中期目標の期間の最初の事業年度の六月三十日までに承認を受ける必要があります。
モーターボート競走法の一部を改正する法律の施行に伴い、国土交通大臣が行わなければならない登記の嘱託について説明してください。,日本船舶振興会、モーターボート競走会、及び全国モーターボート競走会連合会が解散したとき、国土交通大臣は遅滞なくその解散の登記を登記所に嘱託しなければならない。
消費者契約法第十三条第五項第一号の政令で定める法律にはどのようなものがありますか？,担保付社債信託法、金融機関の信託業務の兼営等に関する法律、私的独占の禁止及び公正取引の確保に関する法律などがあります。
内閣が制定した救急医療用ヘリコプターに関する政令は何に基づいているか？,救急医療用ヘリコプターを用いた救急医療の確保に関する特別措置法第八条第二項の規定に基づいている。
平成十八年十月六日から九日までの間に発生した災害は何によるものですか？,暴風雨及び豪雨による災害です。
専門委員はどのように任命され、どのような条件で解任されるか？,専門委員は、当該専門の事項に関して十分な知識又は経験を有する者のうちから、内閣総理大臣が任命し、調査が終了したときに解任される。
独立行政法人農林水産消費技術センター法及び独立行政法人森林総合研究所法の一部を改正する法律の施行に伴い、肥飼料検査所を退職した者に関する国家公務員退職手当法施行令第十条の規定の適用について、どのような措置が取られるか？,独立行政法人肥飼料検査所を退職した者は、独立行政法人農林水産消費安全技術センターの事務所に所属していたとみなされる。
東ティモールにおける国際的な選挙監視活動のために設置される組織の名称は何ですか？,東ティモール選挙監視国際平和協力隊
独立行政法人国立文化財機構が行う積立金の処分に関する経過措置はどのように規定されていますか？,改正法附則第二条第九項の規定により、独立行政法人の組織、運営及び管理に係る共通的な事項に関する政令別表の規定は、なおその効力を有する。
高齢者の医療の確保に関する法律施行令の改正により、匿名医療保険等関連情報利用者が納付すべき手数料の額はどのように定められていますか？,匿名医療保険等関連情報の提供に要する時間一時間までごとに七千七百円と定められています。
入札談合等関与行為の排除及び防止並びに職員による入札等の公正を害すべき行為の処罰に関する法律第二条第二項第二号の政令で定める株式会社は何ですか？,日本電信電話株式会社及び日本郵政株式会社です。
内閣が制定した政令に基づき、電磁的方法による通知を発するために必要な手続きは何ですか？,通知発出者は、法務省令で定めるところにより、あらかじめ通知の相手方に電磁的方法の種類及び内容を示し、書面又は電磁的方法による承諾を得なければならない。
平成十八年一月二十二日から三月三十一日までの間に発生した激甚災害はどの地域で発生しましたか？,岩手県一関市、八幡平市及び和賀郡西和賀町、宮城県登米市、秋田県横手市、由利本荘市及び南秋田郡大潟村、山形県最上郡真室川町、福島県喜多方市及び大沼郡昭和村、石川県鳳珠郡能登町並びに岐阜県高山市
遺失物法施行令において、警察署長が提出を受けた物件の売却方法はどのように定められていますか？,一般競争入札または競り売りに付して行わなければならない。ただし、速やかに売却しなければ価値が著しく減少するおそれのある物、一般競争入札等に付したが買受けの申込みをする者がなかった物、売却による代金の見込額が一万円を超えないと認められる物については、随意契約により売却することができる。
道州制特別区域における広域行政の推進に関する法律に基づき、特定広域団体として指定される都道府県はどこですか？,北海道
道州制特別区域推進本部に設置される参与会議の役割は何ですか？,参与会議は、広域行政の推進に関する重要事項について審議し、道州制特別区域推進本部長に意見を述べる役割を持つ。
平成十八年度の水田農業構造改革交付金等に関する所得税及び法人税の臨時特例に関する法律に基づいて制定された政令の内容は何ですか？,この政令は、水田農業構造改革交付金等で固定資産を取得した場合の法人税の特例や、特別勘定を設けた場合の法人税の特例について規定しています。
この法律の第一章は何について定めていますか？,総則について定めています。
内閣が制定した政令の目的は何ですか？,独立行政法人住宅金融支援機構法に基づき、住宅金融支援機構の業務や債券発行などに関する規定を定めるためです。
厚生年金保険法による保険給付に係る時効の特例について説明してください。,厚生労働大臣は、施行日において厚生年金保険法による保険給付を受ける権利を有する者について、記録の訂正が行われた場合、その裁定の日までに消滅時効が完成していても、当該権利に基づく保険給付を支払うものとする。
この法律の目的は何ですか？,鳥獣による農林水産業等に係る被害を防止し、農林水産業の発展及び農山漁村地域の振興に寄与することです。
この法律の目的は何ですか？,映画の盗撮を防止し、映画文化の振興及び映画産業の健全な発展に寄与することです。
内閣はどの法律に基づいてこの政令を制定しましたか？,内閣は、特別会計に関する法律（平成十九年法律第二十三号）及び会計法（昭和二十二年法律第三十五号）の規定に基づいて、この政令を制定しました。
この法律の目的は何ですか？,地理空間情報の活用の推進に関する施策を総合的かつ計画的に推進することを目的とする。
内閣は、社会保障協定の実施に伴う厚生年金保険法等の特例等に関する法律の施行に伴い、何を制定しましたか？,この政令を制定しました。
厚生年金保険法第二十八条の四第三項の規定による諮問に応じた社会保障審議会の意見があった場合、厚生労働大臣はどのような措置を取る必要がありますか？,厚生労働大臣は、遅滞なく、未納保険料に係る期間を有する者に係る被保険者の資格の取得及び喪失の確認、標準報酬月額若しくは標準賞与額の改定若しくは決定を行う必要があります。
この法律の目的は何ですか？,海洋構築物等の安全及びその周辺の海域における船舶の航行の安全を確保するためです。
この法律の目的は何ですか？,国等が排出する温室効果ガス等の削減を図り、環境への負荷の少ない持続的発展が可能な社会の構築に資すること。
この法律の目的は何ですか？,海洋の平和的かつ積極的な開発及び利用と海洋環境の保全との調和を図る新たな海洋立国を実現することです。
平成十八年度の水田農業構造改革交付金等を受けた個人の所得税について、どのような特例が適用されますか？,交付を受けた金額は一時所得とみなされ、その農地に係る損失又は費用として財務省令で定めるものの額は一時所得の支出とみなされます。
この法律の第一条の趣旨は何ですか？,カネミ油症事件に関する損害賠償請求訴訟の判決に基づき国が支払った仮払金の返還に係る債権の債務者が高齢者となっていることを踏まえ、収入及び資産に係る基準を定めて早期に債権の免除を行うことの緊要性にかんがみ、特例を定めること。
この法律の目的は何ですか？,救急医療用ヘリコプターを用いた救急医療の全国的な確保を図るための特別の措置を講じ、良質かつ適切な救急医療を効率的に提供する体制の確保に寄与し、国民の健康の保持及び安心して暮らすことのできる社会の実現に資することを目的とする。
この法律の目的は何ですか？,駐留軍等の再編の円滑な実施に資することを目的とする。
この法律の目的は何ですか？,この法律の目的は、預金口座等への振込みを利用して行われた詐欺等の犯罪行為により被害を受けた者に対する被害回復分配金の支払等のため、預金等に係る債権の消滅手続及び被害回復分配金の支払手続等を定め、当該犯罪行為により被害を受けた者の財産的被害の迅速な回復等に資することです。
労働契約法の第一章の目的は何ですか？,労働者及び使用者の自主的な交渉の下で、労働契約が合意により成立し、又は変更されるという合意の原則その他労働契約に関する基本的事項を定めることにより、合理的な労働条件の決定又は変更が円滑に行われるようにすることを通じて、労働者の保護を図りつつ、個別の労働関係の安定に資することを目的とする。
この法律の第七章は何について規定していますか？,罰則
この法律の第一章の目的は何ですか？,地方公共団体の財政の健全性に関する比率の公表の制度を設け、財政の早期健全化及び財政の再生並びに公営企業の経営の健全化を図るための計画を策定する制度を定めることにより、地方公共団体の財政の健全化に資することを目的とする。
日本年金機構の目的は何ですか？,政府管掌年金事業の適正な運営と国民の信頼の確保を図り、国民生活の安定に寄与することです。
特例民法法人の監督に関する省令の趣旨は何ですか？,総務大臣の所管に属する特例民法法人の監督に関する手続を定めることです。
第六章の第一節では何について述べられていますか？,被保険者の資格に関する特例
国民投票の投票権を持つのはどのような人ですか？,日本国民で年齢満十八年以上の者です。
株式会社日本政策投資銀行の目的は何ですか？,日本政策投資銀行の長期の事業資金に係る投融資機能の根幹を維持し、長期の事業資金を必要とする者に対する資金供給の円滑化及び金融機能の高度化に寄与することです。
この法律の目的は何ですか？,農山漁村の活性化を図ることを目的とする。
国家公務員の自己啓発及び国際協力の機会を提供するために設けられた制度は何ですか？,大学等における修学又は国際貢献活動のための休業制度。
電子記録債権の発生、譲渡等について定める法律の趣旨は何ですか？,この法律は、電子記録債権の発生、譲渡等について定めるとともに、電子記録債権に係る電子記録を行う電子債権記録機関の業務、監督等について必要な事項を定めるものとする。
統計法の目的は何ですか？,公的統計の体系的かつ効率的な整備及びその有用性の確保を図り、国民経済の健全な発展及び国民生活の向上に寄与することです。
地方公共団体金融機構の目的は何ですか？,地方公共団体金融機構は、地方公共団体による資本市場からの資金調達を効率的かつ効果的に補完するため、地方公共団体に対しその地方債につき長期かつ低利の資金を融通するとともに、地方公共団体の資本市場からの資金調達に関して支援を行い、地方公共団体の財政の健全な運営及び住民の福祉の増進に寄与することを目的とする。
平成十九年度における公債の発行の特例に関する措置の目的は何ですか？,平成十九年度の適切な財政運営に資することを目的とする。
この法律の第一章の総則の目的は何ですか？,この法律は、広域的地域活性化のための基盤整備を推進し、地域社会の自立的な発展並びに国民生活の向上及び国民経済の健全な発展に寄与することを目的とする。
この法律の目的は何ですか？,武力紛争の際の文化財の保護に関する条約や議定書の適確な実施を確保し、文化財の国際的な保護に資すること。
この法律の第一章の目的は何ですか？,この法律の目的は、少子高齢化や交通手段の変化に対応し、地域公共交通の活性化と再生を推進することです。
国等における温室効果ガス等の排出の削減に配慮した契約の推進に関する法律第二条第三項の政令で定める法人には、どのような法人が含まれますか？,国立研究開発法人医薬基盤・健康・栄養研究所、国立研究開発法人宇宙航空研究開発機構、国立研究開発法人海上・港湾・航空技術研究所、国立研究開発法人海洋研究開発機構、国立研究開発法人科学技術振興機構、国立研究開発法人建築研究所、国立研究開発法人国際農林水産業研究センター、国立研究開発法人国立環境研究所、国立研究開発法人国立がん研究センター、国立研究開発法人国立国際医療研究センター、国立研究開発法人国立循環器病研究センター、国立研究開発法人国立成育医療研究センター、国立研究開発法人国立精神・神経医療研究センター、国立研究開発法人国立長寿医療研究センター、国立研究開発法人産業技術総合研究所、国立研究開発法人情報通信研究機構、国立研究開発法人新エネルギー・産業技術総合開発機構、国立研究開発法人森林研究・整備機構、国立研究開発法人水産研究・教育機構、国立研究開発法人土木研究所、国立研究開発法人日本医療研究開発機構、国立研究開発法人日本原子力研究開発機構、国立研究開発法人農業・食品産業技術総合研究機構、国立研究開発法人物質・材料研究機構、国立研究開発法人防災科学技術研究所、国立研究開発法人理化学研究所、国立研究開発法人量子科学技術研究開発機構、独立行政法人奄美群島振興開発基金、独立行政法人医薬品医療機器総合機構、独立行政法人エネルギー・金属鉱物資源機構、独立行政法人海技教育機構、独立行政法人家畜改良センター、独立行政法人環境再生保全機構、独立行政法人教職員支援機構、独立行政法人勤労者退職金共済機構、独立行政法人空港周辺整備機構、独立行政法人経済産業研究所、独立行政法人工業所有権情報・研修館、独立行政法人航空大学校、独立行政法人高齢・障害・求職者雇用支援機構、独立行政法人国際観光振興機構、独立行政法人国際協力機構、独立行政法人国際交流基金、独立行政法人国民生活センター、独立行政法人国立印刷局、独立行政法人国立科学博物館、独立行政法人国立高等専門学校機構、独立行政法人国立公文書館、独立行政法人国立重度知的障害者総合施設のぞみの園、独立行政法人国立女性教育会館、独立行政法人国立青少年教育振興機構、独立行政法人国立特別支援教育総合研究所、独立行政法人国立美術館、独立行政法人国立病院機構、独立行政法人国立文化財機構、独立行政法人自動車技術総合機構、独立行政法人自動車事故対策機構、独立行政法人住宅金融支援機構、独立行政法人酒類総合研究所、独立行政法人情報処理推進機構、独立行政法人製品評価技術基盤機構、独立行政法人造幣局、独立行政法人大学改革支援・学位授与機構、独立行政法人大学入試センター、独立行政法人地域医療機能推進機構、独立行政法人中小企業基盤整備機構、独立行政法人駐留軍等労働者労務管理機構、独立行政法人鉄道建設・運輸施設整備支援機構、独立行政法人統計センター、独立行政法人都市再生機構、独立行政法人日本学術振興会、独立行政法人日本学生支援機構、独立行政法人日本芸術文化振興会、独立行政法人日本高速道路保有・債務返済機構、独立行政法人日本スポーツ振興センター、独立行政法人日本貿易振興機構、独立行政法人農業者年金基金、独立行政法人農畜産業振興機構、独立行政法人農林漁業信用基金、独立行政法人農林水産消費安全技術センター、独立行政法人福祉医療機構、独立行政法人北方領土問題対策協会、独立行政法人水資源機構、独立行政法人郵便貯金簡易生命保険管理・郵便局ネットワーク支援機構、独立行政法人労働者健康安全機構、独立行政法人労働政策研究・研修機構及び年金積立金管理運用独立行政法人、日本私立学校振興・共済事業団、沖縄振興開発金融公庫、株式会社国際協力銀行、株式会社日本政策金融公庫、日本中央競馬会、日本年金機構、福島国際研究教育機構
この法律の目的は何ですか？,核燃料物質の原子核分裂の連鎖反応を引き起こし、又は放射線を発散させて、人の生命、身体又は財産に危険を生じさせる行為等を処罰することにより、核によるテロリズムの行為の防止に関する国際条約その他これらの行為の処罰に関する国際約束の適確な実施を確保するとともに、放射性物質等による人の生命、身体及び財産の被害の防止並びに公共の安全の確保を図ることを目的とする。
広域異動手当の支給について、どのような場合に適用されないとされていますか？,職員が六箇月以内の研修に伴い異動した場合で、特定の条件を満たす場合には広域異動手当は支給されません。
人事院の職員の定員は何人ですか？,六百十七人
第一章の総則には何が含まれていますか？,第一章の総則には、目的（第一条）、定義（第二条）、基本方針（第三条）が含まれています。
国家公務員の留学費用の償還に関する法律に基づき、人事院が制定した規則の趣旨は何ですか？,この規則は、留学費用償還法に規定する職員の留学費用の償還に関し必要な事項を定めるものです。
給与法第十一条の四の規定による地域手当の支給割合は、成田国際空港、中部国際空港、関西国際空港の区域でそれぞれ何パーセントですか？,成田国際空港の区域は16%、中部国際空港の区域は12%、関西国際空港の区域は12%です。
会計検査院法第三十五条第一項の規定による審査要求は、どのような方式で行わなければならないか？,審査要求は、審査要求書を提出して行わなければならない。
株式会社日本政策金融公庫の目的は何ですか？,国民一般、中小企業者及び農林水産業者の資金調達を支援し、金融秩序の混乱や災害等に対処するための金融を行い、国民生活の向上に寄与することです。
人事院が制定した人事・給与関係業務情報システムを使用する場合の特例に関する規則の趣旨は何ですか？,人事関係手続を簡素かつ効率的に行うことができるものとしてデジタル庁が整備及び管理を行う総合的情報システムを使用する場合の特例について定める。
会計検査院が会計事務を処理する職員の懲戒処分を要求する際に送付する書類は何ですか？,懲戒処分要求書
この法律の目的は何ですか？,犯罪をした者及び非行のある少年に対し、社会内において適切な処遇を行うことにより、再び犯罪をすることを防ぎ、又はその非行をなくし、これらの者が善良な社会の一員として自立し、改善更生することを助けるとともに、恩赦の適正な運用を図るほか、犯罪予防の活動の促進等を行い、もって、社会を保護し、個人及び公共の福祉を増進することを目的とする。
私的独占の禁止及び公正取引の確保に関する法律第十条第三項に規定する保険業を営む会社から除くものとして公正取引委員会規則で定める会社は何ですか？,保険業法第二条第十八項に規定する少額短期保険業者です。
株式会社商工組合中央金庫の目的は何ですか？,中小企業等協同組合その他主として中小規模の事業者を構成員とする団体及びその構成員に対する金融の円滑化を図るために必要な業務を営むこと。
警察官の職務に協力援助した者の災害給付に関する法律施行令において、傷病等級に該当する障害はどのように定められていますか？,傷病等級に該当する障害は、別表第一に定められています。
高齢者、障害者等の移動等の円滑化の促進に関する法律に基づき、信号機に関する基準はどのように定められていますか？,信号機に関する基準は、高齢者や障害者の移動を円滑にするため、音響を発する信号機や、歩行者用青信号の表示時間を示す信号機などが含まれます。
この法律の目的は何ですか？,この法律は、国際刑事裁判所の捜査、裁判及び刑の執行等についての必要な協力に関する手続を定めるとともに、国際刑事裁判所の運営を害する行為についての罰則を定めること等により、規程の的確な実施を確保することを目的とする。
特定解体工事元請業者が特定解体工事発注者に交付する書面に記載する事項は何ですか？,書面の交付年月日、特定解体工事元請業者の氏名又は名称及び住所、特定解体工事発注者の氏名又は名称及び住所、解体工事の名称及び場所、建築物その他の工作物における第一種特定製品の設置の有無の確認結果。
指定自動車教習所の設置者又は管理者が別段の申出を行う際に必要な情報は何ですか？,指定自動車教習所の名称及び所在地、管理者の氏名及び住所、改正後の道路交通法第八十四条第三項又は第四項の免許の種類、指定を受けたとみなされることを希望しない旨が必要です。
特定特殊自動車排出ガスの規制等に関する法律に係る書面の保存等を電磁的記録で行う場合、どのような方法が定められていますか？,作成された電磁的記録をファイルや磁気ディスク等に保存する方法、またはスキャナで読み取った電磁的記録を保存する方法が定められています。
特定特殊自動車排出ガスの規制等に関する法律施行規則の第一条で定められている装置は何ですか？,特定特殊自動車排出ガスの発散防止装置です。
この法律の目的は何ですか？,犯罪による収益の移転を防止し、国民生活の安全と平穏を確保するとともに、経済活動の健全な発展に寄与することです。
中心市街地の活性化に関する法律第十五条第三項の規定に基づく公表事項には何が含まれますか？,中心市街地活性化協議会の構成員の氏名又は名称、および中心市街地活性化協議会の規約の内容が含まれます。
地球温暖化対策の推進に関する法律に基づいて、温室効果ガス算定排出量の報告を行う際の報告書提出期限はいつですか？,毎年度七月末日までに提出しなければならない。
高齢者、障害者等の移動等の円滑化の促進に関する法律施行令に基づき、旅客施設を利用する高齢者の人数はどのように算定されますか？,旅客施設を利用する高齢者の人数は、当該旅客施設の一日当たりの平均的な利用者の人数に市町村の区域における高齢者の割合を乗じて算定されます。
高齢者、障害者等の移動等の円滑化の促進に関する法律に基づき、道路の占用に関する基準が定められた省令の施行日はいつですか？,平成十八年十二月二十日
高齢者、障害者等の移動等の円滑化の促進に関する法律に基づく省令の趣旨は何ですか？,都市公園移動等円滑化基準を定めることです。
高齢者、障害者等の移動等の円滑化の促進に関する法律施行令第十九条に基づく標識の設置に関する規定は何ですか？,標識は高齢者、障害者等の見やすい位置に設け、内容が容易に識別できるものでなければならない。
高齢者、障害者等の移動等の円滑化の促進に関する法律に基づき、建築物の出入口の幅は最低何センチメートルでなければならないか？,90センチメートル以上
火薬類取締法に基づく意見聴取会の期日、場所、事案の内容及び意見申出の期限はいつまでに公告しなければならないか？,意見聴取会の期日、場所、事案の内容及び意見申出の期限は、その期限の日の七日前までに公告しなければならない。
石綿による健康被害の救済に関する法律に基づく認定の申請書には、どのような事項を記載する必要がありますか？,申請者の氏名、性別、生年月日及び住所、認定の申請に係る疾病の名称、日本国内に住所を有していた期間（該当する場合）を記載する必要があります。
豪雪地帯対策特別措置法施行令第二条第二項の規定に基づく額の算定方法は何ですか？,通常の国の交付金の額に、事業に要する経費に対する通常の国の負担若しくは補助の割合を除して得た数から一を控除して得た数を乗じて算定します。
地球温暖化対策の推進に関する法律に基づく温室効果ガス算定排出量の集計方法はどのように定められているか？,温室効果ガス算定排出量の集計は、特定事業所排出者については企業や業種ごとに、特定輸送排出者については企業や業種ごとに集計される。
高齢者、障害者等の移動等の円滑化の促進に関する法律に基づき、特定路外駐車場に設けなければならない駐車施設は何ですか？,車いす使用者用駐車施設
地球温暖化対策の推進に関する法律施行令に基づき、特定排出者の事業活動に伴う温室効果ガスの排出量の算定方法はどのように定められていますか？,特定排出者の事業活動に伴う温室効果ガスの排出量の算定方法は、使用する燃料やエネルギーの種類ごとに定められた係数を用いて算定されます。
特定外貿埠頭の管理運営に関する法律第八条に基づき、指定を受けようとする者が国土交通大臣に提出しなければならない申請書に記載すべき事項は何ですか？,商号及び本店の所在地並びに代表取締役又は代表執行役の氏名、支店の所在地
国立研究開発法人土木研究所の業務方法書に記載すべき事項は何ですか？,調査、試験、研究及び開発に関する事項、指導及び成果の普及に関する事項、検定に関する事項、重要な河川工作物についての調査、試験、研究及び開発並びに土木に係る建設資材及び建設工事用機械についての特別な調査、試験、研究及び開発に関する事項、特殊な工作物の設計に関する事項、出資並びに人的及び技術的援助に関する事項、国土交通大臣の指示に関する事項、業務の委託に関する基準、競争入札その他の契約に関する基本的事項、その他研究所の業務の執行に関して必要な事項。
容器包装に係る分別収集及び再商品化の促進等に関する法律第七条の六の規定に基づく報告はいつまでに提出しなければならないか？,毎年度六月末日までに提出しなければならない。
住生活基本法施行規則第一条では、全国計画に国民の意見を反映させるためにどのような方法が定められていますか？,インターネットの利用、印刷物の配布その他適切な手段により一般に周知する方法とする。
土地区画整理法第八十六条第一項に基づく認可申請手続にはどのような書類が必要ですか？,認可申請書に法第十六条第一項後段の規定による同意を得たことを証する書類を添付しなければならない。
水先法に基づく登録水先人養成施設の登録手続きには、どのような情報を申請書に記載する必要がありますか？,登録を受けようとする者の氏名又は名称及び住所、事務所の名称及び所在地、課程の区分、養成開始日などを記載する必要があります。
高齢者、障害者等の移動等の円滑化の促進に関する法律施行規則第一条では、どのような施設や設備が定められているか？,車椅子使用者や高齢者、障害者等が円滑に利用できる便所、駐車施設、エレベーター、車椅子スペース、優先席などが定められている。
海上保安官に協力援助した者等の災害給付に関する法律施行令の第三条の二第一項第二号で定める傷病等級に該当する障害はどのように定められていますか？,別表第一に定めるところによる。
物品の無償貸付及び譲与等に関する法律に基づき、国土交通省所管の物品を無償で貸し付けることができる場合はどのような場合ですか？,国土交通省の施策の普及や宣伝、工事や製造のため、教育のため、試験研究等のため、災害応急救助のためなどの特定の条件下で無償貸付が可能です。
鉄道事業者は動力車操縦者資質管理報告書をどのような頻度で提出しなければならないか？,毎四半期経過後一月以内に提出しなければならない。
容器包装の使用の合理化を図るために、小売業に属する事業者が行うべき具体的な取組は何ですか？,事業者は、プラスチック製の買物袋を有償で提供することや、薄肉化または軽量化された容器包装を用いることなどの取組を行います。
エネルギーの使用の合理化に関する法律に基づく特定貨物輸送事業者の指定に係る輸送能力に関する届出は、毎年度いつまでに行わなければならないか？,毎年度四月末日までに行わなければならない。
高齢者、障害者等の移動等の円滑化の促進に関する法律に基づいて定められた省令の目次には、どのような章が含まれていますか？,省令の目次には、総則、歩道等及び自転車歩行者専用道路等の構造、立体横断施設の構造、乗合自動車停留所の構造、路面電車停留場等の構造、自動車駐車場の構造、旅客特定車両停留施設の構造、移動等円滑化のために必要なその他の施設等、旅客特定車両停留施設を使用した役務の提供の方法の章が含まれています。
外国為替令第十七条第三項第二号イに基づく省令は何を定めていますか？,核兵器等の開発等のために用いられるおそれがある貨物の取引に関する規定を定めています。
高齢者、障害者等の移動等の円滑化の促進に関する法律に基づく省令の目次には、どのような章が含まれていますか？,省令の目次には、総則、旅客施設の構造及び設備、車両等の構造及び設備、旅客施設及び車両等を使用した役務の提供の方法の章が含まれています。
中心市街地の活性化に関する法律に基づく公告はどのように行われるか？,都道府県及び指定都市の公報により行う。
独立行政法人工業所有権総合情報館法の一部改正に伴う経過措置に関する政令第二条に基づき、経済産業省令で定める課又はこれに準ずる室にはどのようなものがありますか？,秘書課、総務課、会計課、技術調査課、特許情報課、出願支援課、商標課、意匠課、調整課があります。
廃棄物の処理及び清掃に関する法律施行令及び海洋汚染等及び海上災害の防止に関する法律施行令の一部を改正する政令附則第二条第二項の規定による届出書には、どのような事項を記載する必要がありますか？,氏名又は名称及び住所、設置の場所、処理する産業廃棄物の種類、処理能力、処理方式、構造及び設備の概要、処理に伴い生ずる排ガス及び排水の量及び処理方法、処理に伴い生ずる廃棄物の処分方法、産業廃棄物の搬入及び搬出の時間及び方法に関する事項、設置者が未成年者の場合の法定代理人の氏名及び住所、設置者が法人の場合の役員の氏名及び住所、発行済株式総数の百分の五以上の株式を有する株主又は出資の額の百分の五以上の額に相当する出資をしている者の氏名又は名称、住所及び当該株主の有する株式の数又は当該出資をしている者のなした出資の額、設置者に政令第六条の十に規定する使用人がある場合のその者の氏名及び住所。
原子力発電施設等立地地域の振興に関する特別措置法施行令第六条第三項の人口一人当たりの工業付加価値額はどのように算定されるか？,平成１２年の工業付加価値額を平成１２年の人口で割って算定する。
農業信用保証保険法第五十九条第三項に基づく省令で定められた要件の一つは何ですか？,保証事業を健全かつ効率的に遂行するに足りる財産的基礎を有し、かつ、保証事業に係る収支の見込みが良好であること。
高圧ガス保安法に基づく意見聴取会の公告は、いつまでに行わなければならないか？,意見聴取会の期日の七日前までに公告しなければならない。
輸出貿易管理令に基づき、仮に陸揚げした貨物が核兵器等の開発に用いられるおそれがある場合は、どのような措置が取られるか？,輸出者が輸入者、需要者、またはこれらの代理人から当該貨物が核兵器、軍用の化学製剤、細菌製剤、これらの散布装置、または射程300キロメートル以上のロケットや無人航空機の開発、製造、使用、貯蔵に用いられる旨の連絡を受けた場合、その貨物が核兵器等の開発に用いられるおそれがあるとされる。
障害児通所給付費等の請求はいつまでに行わなければならないか？,各月分について翌月十日までに行わなければならない。
電気事業託送供給等収支計算規則の目的は何ですか？,電気事業法の規定に基づき、電気事業の託送供給等に関する会計を整理するためです。
農業の担い手に対する経営安定のための交付金の金額はどのように算定されますか？,標準的収入額と前年度収入額の差額に0.9を乗じ、その金額にさらに0.75を乗じて得た金額とされます。
液化石油ガスの保安の確保及び取引の適正化に関する法律の規定に基づく公聴会等の手続に関する規則の改正において、意見聴取会の期日や場所の公告はいつまでに行わなければならないか？,意見聴取会の期日、場所及び事案の内容並びに意見申出の期限をその期限の日の七日前までに公告しなければならない。
発電用施設周辺地域整備法施行令第五条第三項に基づく人口一人当たりの工業付加価値額はどのように算定されますか？,工業統計調査の結果による平成１２年の工業付加価値額を国勢調査の結果による平成１２年の人口で割って算定します。
農林水産大臣が関税法施行令に基づいて意見聴取を行う際、どの機関に鑑定を嘱託することができるか？,国立研究開発法人農業・食品産業技術総合研究機構に嘱託することができる。
動物の愛護及び管理に関する法律施行規則の改正により、第一種動物取扱業の登録申請に必要な書類は何ですか？,法人の登記事項証明書、申請者及び使用人が法第十二条第一項第一号から第七号の二までに該当しないことを示す書類、動物取扱責任者が法第十二条第一項第一号から第七号の二までに該当しないことを示す書類、飼養施設の平面図及び見取図など。
関税定率法に基づく経済産業大臣に対する意見の求めに係る申請手続等に関する規則の第一条で定められている事項は何ですか？,関税法第六十九条の四第一項又は第六十九条の十三第一項の規定により自己の営業上の利益を侵害すると認める貨物について法第六十九条の三第一項又は第六十九条の十二第一項の認定手続を執るべきことを税関長に対し申し立てようとする不正競争差止請求権者に係る商品等表示が輸出先の国若しくは地域の需要者又は全国の需要者の間に広く認識されているものであること。
農業の担い手に対する経営安定のための交付金の交付に関する法律施行規則第一条で定められている生産条件不利補正対象農産物の要件は何ですか？,麦、大豆、てん菜、でん粉の製造の用に供するばれいしょ、そば、菜種の各要件が定められています。
障害者自立支援法に基づく地域活動支援センターの基本方針は何ですか？,地域活動支援センターは、利用者が地域で自立した生活を営むことができるよう、創作的活動や生産活動の機会を提供し、社会との交流を促進することを基本方針としています。
障害者自立支援法に基づく介護給付費等の請求方法はどのように定められていますか？,介護給付費等の請求は、電子情報処理組織を使用して審査支払機関の電子計算機に記録する方式で行います。
障害者自立支援法に基づく福祉ホームの基本方針は何ですか？,福祉ホームは、利用者が地域で自立した生活を営むことができるよう、低額な料金で居室や設備を提供し、日常生活に必要な便宜を適切かつ効果的に行うことを基本方針としています。また、利用者の意思と人格を尊重し、地域や家庭との結びつきを重視し、利用者の人権擁護と虐待防止のための体制を整備することも求められています。
公共サービスの改革に関する法律第三十二条第一項第二号に基づき、厚生労働省令で定める者はどのような者ですか？,専門的な技術を必要とする業務に就く職業に就職を希望する30歳以上45歳未満の者、直近の離職の日から1年以上経過している45歳以上60歳未満の失業者、及びこれらに準ずる者です。
市町村は高齢者虐待の事実を確認した場合、どのような情報を都道府県に報告しなければならないか？,養介護施設等の名称、所在地及び種別、虐待を受けた高齢者の性別、年齢及び要介護状態区分、虐待の種別、内容及び発生要因、虐待を行った従事者の氏名、生年月日及び職種、市町村が行った対応、改善措置の内容。
日本アルコール産業株式会社が新株を引き受ける者の募集の認可を受けるためには、どのような事項を記載した申請書を提出しなければならないか？,新株の種類及び数、新株の払込金額又はその算定方法、金銭以外の財産を出資の目的とする場合はその内容及び価額、払込み又は財産の給付の期日又は期間、増加する資本金及び資本準備金に関する事項、新株を引き受ける者の募集の方法、取得する金額の使途、新株を引き受ける者の募集の理由を記載した申請書を提出しなければならない。
障害者自立支援法に基づく障害福祉サービス事業の設備及び運営に関する基準はどのように定められているか？,障害者自立支援法第八十条第一項の規定に基づき、各章ごとに定められている。
障害者自立支援法に基づく指定障害者支援施設等の人員、設備及び運営に関する基準はどの法律に基づいて定められているか？,障害者自立支援法（平成十七年法律第百二十三号）第四十四条の規定に基づいて定められている。
