prompt,completion,split
"<|im_start|>system
You are a law expert. Based on the given question, generate a single line answer concisely.  <|im_end|>
<|im_start|>Question
 What is the rate of increase in wages for employees who work late at night between 22:00 and 05:00?
<|im_start|>Answer
",25%<|im_end|>,train
"<|im_start|>system
You are a law expert. Based on the given question, generate a single line answer concisely.  <|im_end|>
<|im_start|>Question
 How can a foreign company trade with Japan?
<|im_start|>Answer
","A foreign company can trade with Japan by establishing a subsidiary or branch office, appointing a local agent, or participating in trade shows and exhibitions.<|im_end|>",train
"<|im_start|>system
You are a law expert. Based on the given question, generate a single line answer concisely.  <|im_end|>
<|im_start|>Question
 What official documents of the foreign company are typically used for subsidiary establishment procedures in Japan?
<|im_start|>Answer
","The foreign company's articles of incorporation, establishment certificate, registration certificate, and other official documents, as well as an affidavit and a certificate of signature notarized by a notary public in the home country of the foreign company, are ordinarily used for subsidiary establishment procedures in Japan.<|im_end|>",train
"<|im_start|>system
You are a law expert. Based on the given question, generate a single line answer concisely.  <|im_end|>
<|im_start|>Question
 What happens if a placement lasts continuously for more than three years?
<|im_start|>Answer
","The temporary worker must be, as a rule, employed directly by the client.<|im_end|>",train
"<|im_start|>system
You are a law expert. Based on the given question, generate a single line answer concisely.  <|im_end|>
<|im_start|>Question
 Who must submit notifications to the local Pension Office within five days?
<|im_start|>Answer
",Every person aged between 20 and 59 (inclusive) residing in Japan and without Employees' Pension Insurance must be a part of the national pension system and submit notifications to the local Pension Office within a period of five days starting on the day following that on which participation in the insurance program was established.<|im_end|>,train
"<|im_start|>system
You are a law expert. Based on the given question, generate a single line answer concisely.  <|im_end|>
<|im_start|>Question
 How much of the medical expenses are covered by health insurance in Japan?
<|im_start|>Answer
","70% of expenses incurred for medical treatment at designated Insurance Medical Institutions are covered by insurance, while the insured party must pay the remaining 30%.<|im_end|>",train
"<|im_start|>system
You are a law expert. Based on the given question, generate a single line answer concisely.  <|im_end|>
<|im_start|>Question
 How does JETRO hope the booklet will be used?
<|im_start|>Answer
",JETRO hopes that the booklet will serve as an excellent resource for companies planning to establish operations in Japan and make doing business in Japan easier.<|im_end|>,train
"<|im_start|>system
You are a law expert. Based on the given question, generate a single line answer concisely.  <|im_end|>
<|im_start|>Question
 What is a capital custody certificate?
<|im_start|>Answer
",A capital custody certificate is a certificate issued by a financial institution when the full amount of the subsidiary's capital has been remitted to a special account specified by the financial institution asked to take custody.<|im_end|>,train
"<|im_start|>system
You are a law expert. Based on the given question, generate a single line answer concisely.  <|im_end|>
<|im_start|>Question
 When did the Hague Agreement enter into force in Japan?
<|im_start|>Answer
","The Hague Agreement entered into force in Japan on May 13, 2015.<|im_end|>",train
"<|im_start|>system
You are a law expert. Based on the given question, generate a single line answer concisely.  <|im_end|>
<|im_start|>Question
 What is the highest court for intellectual property disputes in Japan?
<|im_start|>Answer
",The Supreme Court is the highest court for intellectual property disputes in Japan.<|im_end|>,train
"<|im_start|>system
You are a law expert. Based on the given question, generate a single line answer concisely.  <|im_end|>
<|im_start|>Question
 What are the main tax obligations for businesses in Japan?
<|im_start|>Answer
","Businesses in Japan are subject to corporate tax, income tax, consumption tax, and other local taxes.<|im_end|>",train
"<|im_start|>system
You are a law expert. Based on the given question, generate a single line answer concisely.  <|im_end|>
<|im_start|>Question
 Which scheme is recommended for registering a trademark in Japan only or a small number of countries?
<|im_start|>Answer
",Filing an application under the Paris Convention is a good idea for registering a trademark in Japan only or in a small number of countries.<|im_end|>,train
"<|im_start|>system
You are a law expert. Based on the given question, generate a single line answer concisely.  <|im_end|>
<|im_start|>Question
 How can enterprises in Japan recognize contributions to a severance pay reserve for accounting purposes?
<|im_start|>Answer
","Provided certain conditions are met, enterprises can recognize contributions to a severance pay reserve held by a government, financial, or similar institution as expenses for accounting purposes.<|im_end|>",train
"<|im_start|>system
You are a law expert. Based on the given question, generate a single line answer concisely.  <|im_end|>
<|im_start|>Question
 Is there a specific time frame for the address requirement in Japan for inheritance and gift tax purposes?
<|im_start|>Answer
","Yes, the address requirement in Japan for inheritance and gift tax purposes has a specific time frame of five years. If either the person who gave the properties or the person who received the properties had an address in Japan within the five years prior to the time of the inheritance/gift, the properties are subject to tax.<|im_end|>",train
"<|im_start|>system
You are a law expert. Based on the given question, generate a single line answer concisely.  <|im_end|>
<|im_start|>Question
 What is the scope of protection for designs under Japan's Design Law?
<|im_start|>Answer
","Protection is available for the form, pattern, or color of an object or a combination of these, which appeals visually to the viewer's sense of aesthetics. In other words, Japan's system protects the shape, form, and external appearance of an object.<|im_end|>",train
"<|im_start|>system
You are a law expert. Based on the given question, generate a single line answer concisely.  <|im_end|>
<|im_start|>Question
 What is the due date for payment of withholding income tax for persons/companies who pay income subject to withholding at source?
<|im_start|>Answer
",Persons/companies who pay income subject to withholding at source must pay the taxation office the amount of tax withheld at source no later than the 10th day of the month following that the income was paid.<|im_end|>,train
"<|im_start|>system
You are a law expert. Based on the given question, generate a single line answer concisely.  <|im_end|>
<|im_start|>Question
 What are the four different kinds of insurance systems that companies in Japan are legally obliged to take part in?
<|im_start|>Answer
","The four different kinds of insurance systems are Workers' Accident Compensation Insurance, Employment Insurance, Health Insurance and Nursing Care Insurance, and Employees' Pension Insurance.<|im_end|>",train
"<|im_start|>system
You are a law expert. Based on the given question, generate a single line answer concisely.  <|im_end|>
<|im_start|>Question
 What is the consumption tax rate in Japan as of April 1, 2017?
<|im_start|>Answer
",The consumption tax rate in Japan is 8% (inclusive of local consumption tax rate of 1.7%).<|im_end|>,train
"<|im_start|>system
You are a law expert. Based on the given question, generate a single line answer concisely.  <|im_end|>
<|im_start|>Question
 What does Health Insurance and Nursing Care Insurance cover?
<|im_start|>Answer
",Health Insurance and Nursing Care Insurance cover medical and nursing care expenses incurred by workers.<|im_end|>,train
"<|im_start|>system
You are a law expert. Based on the given question, generate a single line answer concisely.  <|im_end|>
<|im_start|>Question
 How is double taxation avoided between the source country of income and Japan?
<|im_start|>Answer
",Foreign tax credits are available whereby taxes paid in a foreign country may be credited within certain bounds against Japanese taxes owed to eliminate double taxation.<|im_end|>,train
"<|im_start|>system
You are a law expert. Based on the given question, generate a single line answer concisely.  <|im_end|>
<|im_start|>Question
 What is the maximum term for directors in large Kabushiki-Kaisha?
<|im_start|>Answer
",The term for directors in large Kabushiki-Kaisha can be extended up to 10 years.<|im_end|>,train
"<|im_start|>system
You are a law expert. Based on the given question, generate a single line answer concisely.  <|im_end|>
<|im_start|>Question
 What is the portion of wages comprised of welfare benefits according to a study conducted in FY2014?
<|im_start|>Answer
","According to a study conducted in FY2014, the portion of wages comprised of welfare benefits was 19.2%.<|im_end|>",train
"<|im_start|>system
You are a law expert. Based on the given question, generate a single line answer concisely.  <|im_end|>
<|im_start|>Question
 What is the special tax rate for taxation of retained earnings for family corporations in Japan?
<|im_start|>Answer
","The special tax rate for taxation of retained earnings for family corporations in Japan is 10% if the annual taxable earnings does not exceed 30 million yen, 15% if the taxable earnings exceeds 30 million yen but does not exceed 100 million yen, and 20% if the taxable earnings exceeds 100 million yen.<|im_end|>",train
"<|im_start|>system
You are a law expert. Based on the given question, generate a single line answer concisely.  <|im_end|>
<|im_start|>Question
 Are there any additional documents required for subsidiary establishment procedures in Japan?
<|im_start|>Answer
","Document(s) actually required will be determined individually for each company, and additional documents may be required depending on the specific circumstances.<|im_end|>",train
"<|im_start|>system
You are a law expert. Based on the given question, generate a single line answer concisely.  <|im_end|>
<|im_start|>Question
 What is considered ""worker dispatching undertakings""?
<|im_start|>Answer
",Dispatching workers in its own employment in a regular basis to another company with which they have no contracts of employment to supply labor subject to the directions and orders of that other company.<|im_end|>,train
"<|im_start|>system
You are a law expert. Based on the given question, generate a single line answer concisely.  <|im_end|>
<|im_start|>Question
 How do multinational corporations engaged in activities in Japan calculate and pay their taxes owed?
<|im_start|>Answer
",They calculate and pay the taxes owed through withholding procedures or self-assessed income tax procedures according to their form of corporation and type of income.<|im_end|>,train
"<|im_start|>system
You are a law expert. Based on the given question, generate a single line answer concisely.  <|im_end|>
<|im_start|>Question
 Is the appointment of an accounting auditor required for small and medium companies in Japan?
<|im_start|>Answer
","No, the appointment of an accounting auditor is not required for small and medium companies in Japan.<|im_end|>",train
"<|im_start|>system
You are a law expert. Based on the given question, generate a single line answer concisely.  <|im_end|>
<|im_start|>Question
 What is the deadline for mid- to long-term residents to file notification of place of residence after establishing a place of residence in Japan?
<|im_start|>Answer
",Mid- to long-term residents must visit the municipal office where they live with their resident card (or passport if a resident card was not issued at the time of entry to Japan) to file notification of place of residence within 14 days of establishing a place of residence.<|im_end|>,train
"<|im_start|>system
You are a law expert. Based on the given question, generate a single line answer concisely.  <|im_end|>
<|im_start|>Question
 How is the tax treatment for proceeds from the transfer of assets in Japan determined?
<|im_start|>Answer
","The tax treatment for proceeds from the transfer of assets in Japan depends on the nature of the assets and the specific circumstances of the transfer. Generally, capital gains from the sale of assets located in Japan are subject to taxation in Japan.<|im_end|>",train
"<|im_start|>system
You are a law expert. Based on the given question, generate a single line answer concisely.  <|im_end|>
<|im_start|>Question
 When did the Hague Agreement concerning the International Registration of Industrial Designs take effect in Japan?
<|im_start|>Answer
","The Hague Agreement took effect on May 13, 2015 in Japan.<|im_end|>",train
"<|im_start|>system
You are a law expert. Based on the given question, generate a single line answer concisely.  <|im_end|>
<|im_start|>Question
 Can a worker claim the benefit of specific forcible provisions in the region where labor services are provided?
<|im_start|>Answer
","Yes, a worker can claim the benefit of specific forcible provisions in the region where labor services are provided by indicating to the employer that he/she wishes that such provisions should be applied.<|im_end|>",train
"<|im_start|>system
You are a law expert. Based on the given question, generate a single line answer concisely.  <|im_end|>
<|im_start|>Question
 What are the circumstances that determine the reasonableness of a change in working conditions?
<|im_start|>Answer
","The reasonableness of a change in working conditions is determined by the extent of the disadvantage to be incurred by the worker, the need for changing the working conditions, the appropriateness of the contents of the changed rules of employment, the status of negotiations with a labor union or the like, or any other circumstances pertaining to the change to the rules of employment.<|im_end|>",train
"<|im_start|>system
You are a law expert. Based on the given question, generate a single line answer concisely.  <|im_end|>
<|im_start|>Question
 What are the two types of re-entry permits available in Japan?
<|im_start|>Answer
","There are two types of re-entry permits: single re-entry permit, which allows only one re-entry into Japan during the period of validity, and multiple re-entry permit, with which one can leave and re-enter Japan any number of times during the period of validity.<|im_end|>",train
"<|im_start|>system
You are a law expert. Based on the given question, generate a single line answer concisely.  <|im_end|>
<|im_start|>Question
 What is the regulation that governs Japan's trademark system?
<|im_start|>Answer
",The Trademark Law is the regulation that governs Japan's trademark system.<|im_end|>,train
"<|im_start|>system
You are a law expert. Based on the given question, generate a single line answer concisely.  <|im_end|>
<|im_start|>Question
 What is the requirement for health check-ups when hiring a regular employee?
<|im_start|>Answer
","When hiring a regular employee, employers must have the new employee undergo a predetermined health check-up before hiring him/her.<|im_end|>",train
"<|im_start|>system
You are a law expert. Based on the given question, generate a single line answer concisely.  <|im_end|>
<|im_start|>Question
 What are the categories of activities for highly skilled foreign professionals?
<|im_start|>Answer
","The categories of activities for highly skilled foreign professionals are Advanced academic research activities, Advanced specialized/technical activities, and Advanced business management activities.<|im_end|>",train
"<|im_start|>system
You are a law expert. Based on the given question, generate a single line answer concisely.  <|im_end|>
<|im_start|>Question
 Can a trademark be registered in Japan if it is not currently in use?
<|im_start|>Answer
","Yes, a trademark does not have to be currently in use in order to be registered in Japan, as long as the trademark owner has the intention of using the trademark in the future and meets certain criteria.<|im_end|>",train
"<|im_start|>system
You are a law expert. Based on the given question, generate a single line answer concisely.  <|im_end|>
<|im_start|>Question
 What is the registration number of the trademark for the color without delineated contours?
<|im_start|>Answer
",Apl No. 2015-30535<|im_end|>,train
"<|im_start|>system
You are a law expert. Based on the given question, generate a single line answer concisely.  <|im_end|>
<|im_start|>Question
 What is the maximum number of hours an employer can require an employee to work in excess of statutory working hours in a year?
<|im_start|>Answer
",360 hours.<|im_end|>,train
"<|im_start|>system
You are a law expert. Based on the given question, generate a single line answer concisely.  <|im_end|>
<|im_start|>Question
 What is the minimum length of service required for an employee to be eligible for paid leave in Japan?
<|im_start|>Answer
",Six consecutive months from the time of hiring.<|im_end|>,train
"<|im_start|>system
You are a law expert. Based on the given question, generate a single line answer concisely.  <|im_end|>
<|im_start|>Question
 What did Japan accede to in order to introduce the International Registration of Industrial Designs?
<|im_start|>Answer
",Japan acceded to the Geneva Act of the Hague Agreement concerning the International Registration of Industrial Designs.<|im_end|>,train
"<|im_start|>system
You are a law expert. Based on the given question, generate a single line answer concisely.  <|im_end|>
<|im_start|>Question
 How does Japan's design system protect new designs?
<|im_start|>Answer
","Japan's Design Law protects new designs as the property of the designer, and also encourages the use of designs, thereby promoting the creation of new designs and contributing to the development of Japan's industry.<|im_end|>",train
"<|im_start|>system
You are a law expert. Based on the given question, generate a single line answer concisely.  <|im_end|>
<|im_start|>Question
 What is the purpose of the application at the Legal Affairs Bureau for registration of establishment of a Godo-Kaisha?
<|im_start|>Answer
",The application at the Legal Affairs Bureau for registration of establishment of a Godo-Kaisha is to officially register the company with the government and obtain its legal status.<|im_end|>,train
"<|im_start|>system
You are a law expert. Based on the given question, generate a single line answer concisely.  <|im_end|>
<|im_start|>Question
 What are the cases where dismissal is invalid according to the provided information?
<|im_start|>Answer
","The following cases of dismissal do not have legal effect: dismissal of a female worker during pregnancy or within one year of giving birth, and dismissal due to a worker's having reported an illegal act committed by his/her employer to the relevant authorities.<|im_end|>",train
"<|im_start|>system
You are a law expert. Based on the given question, generate a single line answer concisely.  <|im_end|>
<|im_start|>Question
 What is the purpose of the ""Notification regarding organization to which foreign resident belongs""?
<|im_start|>Answer
","The purpose of the ""Notification regarding organization to which foreign resident belongs"" is to inform the regional immigration bureau of any changes in the organization (employer or educational institution) that a mid- to long-term foreign resident is affiliated with, such as leaving the organization, moving to another organization, or changes in the organization's name, location, or status.<|im_end|>",train
"<|im_start|>system
You are a law expert. Based on the given question, generate a single line answer concisely.  <|im_end|>
<|im_start|>Question
 What is the purpose of submitting the labor-management agreement to the Labor Standards Inspection Office in the ""discretionary working system for professional services""?
<|im_start|>Answer
","Submitting the labor-management agreement to the Labor Standards Inspection Office is required to implement the ""discretionary working system for professional services"" and for it to be deemed that employees worked for the hours prescribed in the agreement.<|im_end|>",train
"<|im_start|>system
You are a law expert. Based on the given question, generate a single line answer concisely.  <|im_end|>
<|im_start|>Question
 Who can file notifications or applications on behalf of a mid- to long-term resident if they are unable to do so?
<|im_start|>Answer
","If the individual is under the age of 16 or unable to do so because of illness, etc., a co-resident family member must file the notification or application on his/her behalf.<|im_end|>",train
"<|im_start|>system
You are a law expert. Based on the given question, generate a single line answer concisely.  <|im_end|>
<|im_start|>Question
 Is the Restoration Income Surtax levied where the withholding tax rate is reduced or eliminated by tax treaty?
<|im_start|>Answer
","No, a restoration income surtax is not levied where the withholding tax rate provided for under domestic law is reduced or eliminated by tax treaty.<|im_end|>",train
"<|im_start|>system
You are a law expert. Based on the given question, generate a single line answer concisely.  <|im_end|>
<|im_start|>Question
 What is the points-based system for highly skilled foreign professionals in Japan?
<|im_start|>Answer
",The points-based system for highly skilled foreign professionals is a preferential immigration treatment system that provides certain benefits to foreign professionals who receive at least 70 points based on their skills and qualifications.<|im_end|>,train
"<|im_start|>system
You are a law expert. Based on the given question, generate a single line answer concisely.  <|im_end|>
<|im_start|>Question
 What is the Madrid Agreement, and how does it relate to international trademark applications?
<|im_start|>Answer
",The Madrid Agreement is an alternative system for making international trademark applications that includes Japan. It allows for filing an international application and registering trademarks in specified countries based on the application initially filed in one's own country.<|im_end|>,train
"<|im_start|>system
You are a law expert. Based on the given question, generate a single line answer concisely.  <|im_end|>
<|im_start|>Question
 Do companies need a government permit to engage in worker dispatching undertakings?
<|im_start|>Answer
","Yes, to engage in worker dispatching undertakings, a company must have obtained a government permit.<|im_end|>",train
"<|im_start|>system
You are a law expert. Based on the given question, generate a single line answer concisely.  <|im_end|>
<|im_start|>Question
 What is temporary transfer?
<|im_start|>Answer
",It is permitted for workers employed by one company to enter new employment contracts with another company to provide labor subject to the directions and orders of company B for a specified period under an agreement between company A and company B.<|im_end|>,train
"<|im_start|>system
You are a law expert. Based on the given question, generate a single line answer concisely.  <|im_end|>
<|im_start|>Question
 Does engaging a patent attorney in Japan incur additional fees?
<|im_start|>Answer
","Yes, engaging a patent attorney in Japan may incur additional fees for work involved in paying official fees and renewal registration fees.<|im_end|>",train
"<|im_start|>system
You are a law expert. Based on the given question, generate a single line answer concisely.  <|im_end|>
<|im_start|>Question
 What is the significance of consulting with labor and social security attorneys for companies?
<|im_start|>Answer
","Consulting with labor and social security attorneys can help companies navigate complex labor and social insurance-related procedures, as well as provide expert advice on various employment-related tasks.<|im_end|>",train
"<|im_start|>system
You are a law expert. Based on the given question, generate a single line answer concisely.  <|im_end|>
<|im_start|>Question
 Can foreign nationals with temporary visitor status in Japan obtain a resident card?
<|im_start|>Answer
","No, foreign nationals with temporary visitor status are not eligible for a resident card.<|im_end|>",train
"<|im_start|>system
You are a law expert. Based on the given question, generate a single line answer concisely.  <|im_end|>
<|im_start|>Question
 Can employees take their paid leave consecutively or separately?
<|im_start|>Answer
","Yes, they can take their paid leave either consecutively or separately.<|im_end|>",train
"<|im_start|>system
You are a law expert. Based on the given question, generate a single line answer concisely.  <|im_end|>
<|im_start|>Question
 What is the burden of proof in a dispute regarding dismissal of an employee?
<|im_start|>Answer
",The burden of proof is on the employer.<|im_end|>,train
"<|im_start|>system
You are a law expert. Based on the given question, generate a single line answer concisely.  <|im_end|>
<|im_start|>Question
 How has the taxable income of Japanese branches of foreign corporations changed since the business year commencing on or after April 1, 2016?
<|im_start|>Answer
","Under the new regulation, Japanese branches, head office, etc. shall be respectively deemed to be an independent corporation and subject to taxation. The income of a Japanese branch subject to taxation will be the income attributable to the Japanese branch (permanent establishment).<|im_end|>",train
"<|im_start|>system
You are a law expert. Based on the given question, generate a single line answer concisely.  <|im_end|>
<|im_start|>Question
 Can part-time workers receive annual paid leave?
<|im_start|>Answer
","Yes, part-time workers are granted annual paid leave in proportion to the number of prescribed working days that they work.<|im_end|>",train
"<|im_start|>system
You are a law expert. Based on the given question, generate a single line answer concisely.  <|im_end|>
<|im_start|>Question
 What are the special qualifications held by labor and social security attorneys?
<|im_start|>Answer
",They have special nationally administered qualifications.<|im_end|>,train
"<|im_start|>system
You are a law expert. Based on the given question, generate a single line answer concisely.  <|im_end|>
<|im_start|>Question
 What is the timeframe for filing the notification of acquisition of type 3 insured status under the National Pension?
<|im_start|>Answer
",File within 5 days if a spouse of an insured person (employee) is a dependent.<|im_end|>,train
"<|im_start|>system
You are a law expert. Based on the given question, generate a single line answer concisely.  <|im_end|>
<|im_start|>Question
 Can the representative of a representative office be covered by social insurance in Japan?
<|im_start|>Answer
","In case of a representative office with less than 5 employees, voluntary coverage with the representative as the employer or voluntary coverage as an association without right capacity is available. If the office has 5 or more employees and falls under prescribed kinds of businesses, insurance coverage is mandatory. However, including the representative as the person insured is currently difficult due to lack of specific rules.<|im_end|>",train
"<|im_start|>system
You are a law expert. Based on the given question, generate a single line answer concisely.  <|im_end|>
<|im_start|>Question
 What are the absolute matters listed in the articles of incorporation for Godo-Kaisha (limited liability companies)?
<|im_start|>Answer
","The absolute matters for Godo-Kaisha are purpose, trade name, place of principal office, names and addresses of members, statement that all members are limited liability members, and the purpose and value of members' contributions.<|im_end|>",train
"<|im_start|>system
You are a law expert. Based on the given question, generate a single line answer concisely.  <|im_end|>
<|im_start|>Question
 Can the branch office's assets be passed on to the subsidiary?
<|im_start|>Answer
","Yes, the branch office's assets may be passed on to the subsidiary through investment in kind.<|im_end|>",train
"<|im_start|>system
You are a law expert. Based on the given question, generate a single line answer concisely.  <|im_end|>
<|im_start|>Question
 What is the rate of increase in wages for employees who work in excess of statutory working hours exceeding 60 hours in a month?
<|im_start|>Answer
",50%<|im_end|>,train
"<|im_start|>system
You are a law expert. Based on the given question, generate a single line answer concisely.  <|im_end|>
<|im_start|>Question
 Which organization introduced the International Registration of Industrial Designs in Japan?
<|im_start|>Answer
",The Japan Patent office introduced the International Registration of Industrial Designs in Japan.<|im_end|>,train
"<|im_start|>system
You are a law expert. Based on the given question, generate a single line answer concisely.  <|im_end|>
<|im_start|>Question
 What is the first step in the general flow of procedures for dissolving/liquidating a subsidiary company?
<|im_start|>Answer
",The first step is a resolution at the general meeting of shareholders or equivalent on the dissolution of the subsidiary company and the appointment of a liquidator.<|im_end|>,train
"<|im_start|>system
You are a law expert. Based on the given question, generate a single line answer concisely.  <|im_end|>
<|im_start|>Question
 What happens to the premiums paid by a foreign national who returns to their country without having received a pension?
<|im_start|>Answer
","A portion of the premiums paid by a foreign national upon leaving Japan is refunded, calculated according to the length of time that person was covered under Employees' Pension Insurance and the amount of premiums paid.<|im_end|>",train
"<|im_start|>system
You are a law expert. Based on the given question, generate a single line answer concisely.  <|im_end|>
<|im_start|>Question
 What happens if the information on a resident card changes?
<|im_start|>Answer
","If any of the details on a resident card change, such as the bearer's identity, address, or status of residence, the bearer is required to notify the authorities.<|im_end|>",train
"<|im_start|>system
You are a law expert. Based on the given question, generate a single line answer concisely.  <|im_end|>
<|im_start|>Question
 What is the maximum number of hours an employer can require an employee to work in excess of statutory working hours in a week?
<|im_start|>Answer
",15 hours.<|im_end|>,train
"<|im_start|>system
You are a law expert. Based on the given question, generate a single line answer concisely.  <|im_end|>
<|im_start|>Question
 What is the partial design system in Japan's Design Law?
<|im_start|>Answer
",The partial design system in Japan's Design Law allows for registration of parts of shapes or forms with distinct characteristics.<|im_end|>,train
"<|im_start|>system
You are a law expert. Based on the given question, generate a single line answer concisely.  <|im_end|>
<|im_start|>Question
 What is the usual investment or employment requirement for acquiring a status of residence for a ""Business manager"" in Japan?
<|im_start|>Answer
","The usual requirement for acquiring a status of residence for a ""Business manager"" in Japan is to invest at least 5 million yen or employ at least 2 full-time staff members, as well as open a business place for the business.<|im_end|>",train
"<|im_start|>system
You are a law expert. Based on the given question, generate a single line answer concisely.  <|im_end|>
<|im_start|>Question
 Are JETRO offices in the United States registered under the Foreign Agents Registration Act?
<|im_start|>Answer
","Yes, JETRO offices in the United States are registered under the Foreign Agents Registration Act.<|im_end|>",train
"<|im_start|>system
You are a law expert. Based on the given question, generate a single line answer concisely.  <|im_end|>
<|im_start|>Question
 What happens if an employee is absent without leave and without due cause for a period of two weeks or more, and fails to respond to orders to report for work?
<|im_start|>Answer
","If an employee is absent without leave and without due cause for a period of (generally) two weeks or more, and fails to respond to orders to report for work, the employer may dismiss them without notice and without paying a notice allowance, provided they obtain the approval of the head of the local Labor Standards Inspection Office.<|im_end|>",train
"<|im_start|>system
You are a law expert. Based on the given question, generate a single line answer concisely.  <|im_end|>
<|im_start|>Question
 What is the Japanese government's target for the percentage of leadership positions filled by women by 2020?
<|im_start|>Answer
",30%.<|im_end|>,train
"<|im_start|>system
You are a law expert. Based on the given question, generate a single line answer concisely.  <|im_end|>
<|im_start|>Question
 What is the role of labor and social security attorneys in pension-related matters?
<|im_start|>Answer
",They provide consulting and handle claims regarding pensions.<|im_end|>,train
"<|im_start|>system
You are a law expert. Based on the given question, generate a single line answer concisely.  <|im_end|>
<|im_start|>Question
 What are the main health and safety regulations that businesses need to follow in Japan?
<|im_start|>Answer
","Health and safety regulations in Japan include the Labor Safety and Hygiene Law, the Industrial Safety and Health Law, and the Worker Dispatch Law.<|im_end|>",train
"<|im_start|>system
You are a law expert. Based on the given question, generate a single line answer concisely.  <|im_end|>
<|im_start|>Question
 Who can be covered as dependents under health insurance in Japan?
<|im_start|>Answer
","Insured parties' lineal ascendants, spouses, children, grandchildren, and siblings whose livelihood is maintained mainly by the insured party are eligible to receive insurance benefits.<|im_end|>",train
"<|im_start|>system
You are a law expert. Based on the given question, generate a single line answer concisely.  <|im_end|>
<|im_start|>Question
 Is the establishment of a board of auditors required for small and medium companies in Japan?
<|im_start|>Answer
","No, the establishment of a board of auditors is not required for small and medium companies in Japan.<|im_end|>",train
"<|im_start|>system
You are a law expert. Based on the given question, generate a single line answer concisely.  <|im_end|>
<|im_start|>Question
 Are holders of temporary visitor status allowed to engage in working activities?
<|im_start|>Answer
","No, holders of temporary visitor status may not engage in working activities.<|im_end|>",train
"<|im_start|>system
You are a law expert. Based on the given question, generate a single line answer concisely.  <|im_end|>
<|im_start|>Question
 What is the enterprise tax rate for taxable income up to 4 million yen?
<|im_start|>Answer
",The enterprise tax rate for taxable income up to 4 million yen is 3.40%.<|im_end|>,train
"<|im_start|>system
You are a law expert. Based on the given question, generate a single line answer concisely.  <|im_end|>
<|im_start|>Question
 What is the withholding income tax for residents and non-residents in Japan?
<|im_start|>Answer
",The withholding income tax for residents and non-residents is as described in 3.4.2 and 3.4.4.<|im_end|>,train
"<|im_start|>system
You are a law expert. Based on the given question, generate a single line answer concisely.  <|im_end|>
<|im_start|>Question
 Who are the insured parties in the Employees' Pension Insurance?
<|im_start|>Answer
","Generally, all employees of the applicable businesses are covered, with the exception of those over 70 years old. Part-time employees are covered where their prescribed working hours are approximately 75% of those of full-time employees.<|im_end|>",train
"<|im_start|>system
You are a law expert. Based on the given question, generate a single line answer concisely.  <|im_end|>
<|im_start|>Question
 What is the labor insurance coverage for individuals working at a representative office of a foreign corporation in Japan?
<|im_start|>Answer
","The labor insurance coverage varies depending on whether the individual falls under the definition of ""workers"" under the Labor Standards Act in Japan. However, it is currently difficult for the government to recognize the representative of the office as a ""worker"" due to lack of established official documents and handling standards.<|im_end|>",train
"<|im_start|>system
You are a law expert. Based on the given question, generate a single line answer concisely.  <|im_end|>
<|im_start|>Question
 Can a company change a worker's working conditions, such as wages and working hours, by agreement?
<|im_start|>Answer
","Yes, a company can change a worker's working conditions by agreement.<|im_end|>",train
"<|im_start|>system
You are a law expert. Based on the given question, generate a single line answer concisely.  <|im_end|>
<|im_start|>Question
 What is the purpose of registering the company seal at the Legal Affairs Bureau?
<|im_start|>Answer
",To officially record the company seal and ensure its legality.<|im_end|>,train
"<|im_start|>system
You are a law expert. Based on the given question, generate a single line answer concisely.  <|im_end|>
<|im_start|>Question
 What is the common approach for closing a branch office in Japan?
<|im_start|>Answer
",The common approach is to only register the resignation of all representatives in Japan.<|im_end|>,train
"<|im_start|>system
You are a law expert. Based on the given question, generate a single line answer concisely.  <|im_end|>
<|im_start|>Question
 What is the Employment Adjustment Subsidy and how does it help preserve jobs in company restructuring?
<|im_start|>Answer
","The Employment Adjustment Subsidy is a system where the government pays companies that temporarily lay off employees instead of making them redundant. It covers two thirds (one half in the case of large enterprises) of the cost of allowances paid for temporary layoffs, subject to a maximum amount. This helps preserve jobs by providing financial support to companies during restructuring.<|im_end|>",train
"<|im_start|>system
You are a law expert. Based on the given question, generate a single line answer concisely.  <|im_end|>
<|im_start|>Question
 What does Workers' Accident Compensation Insurance cover?
<|im_start|>Answer
",Workers' Accident Compensation Insurance covers any illness or accident incurred by workers as a result of work or while commuting to or from work.<|im_end|>,train
"<|im_start|>system
You are a law expert. Based on the given question, generate a single line answer concisely.  <|im_end|>
<|im_start|>Question
 What does Employees' Pension Insurance cover?
<|im_start|>Answer
","Employees' Pension Insurance provides for benefits to workers in their old age, or in the case of death or disability.<|im_end|>",train
"<|im_start|>system
You are a law expert. Based on the given question, generate a single line answer concisely.  <|im_end|>
<|im_start|>Question
 What is the taxation of retained earnings for family corporations in Japan?
<|im_start|>Answer
","A Japanese corporation that is a family corporation and meets certain conditions is subject to taxation of retained earnings as well as corporate tax on ordinary income. Taxation of retained earnings is calculated by multiplying the taxable amount of retained earnings by the special tax rate, which varies according to the taxable earnings.<|im_end|>",train
