Question,Answer
What is the taxable scope for inheritance and gift tax in Japan if a person has an address in Japan at the time of inheritance/gift?,"If a person has an address in Japan at the time of inheritance/gift, the person who received the properties is an inheritance and gift taxpayer. In this case, regardless of the nationality of the person who received the properties and the address of the person who gave the properties, all of the properties acquired are taxable."
Is there a difference between the inheritance tax and the gift tax in Japan?,"Yes, there is a difference between the inheritance tax and the gift tax in Japan. The taxable amount each tax rate is applied is different for both taxes."
What is the tax rate for inheritance tax and gift tax in Japan?,The rates are between 10% to 55% for both the inheritance tax and gift tax.
What happens when both the person who gave the properties and the person who received the properties have no address in Japan?,"When both the person who gave the properties and the person who received the properties have no address in Japan, only the properties located in Japan are subject to inheritance/gift tax. So properties located outside Japan is not within the scope of the inheritance/gift tax."
Is there a specific time frame for the address requirement in Japan for inheritance and gift tax purposes?,"Yes, the address requirement in Japan for inheritance and gift tax purposes has a specific time frame of five years. If either the person who gave the properties or the person who received the properties had an address in Japan within the five years prior to the time of the inheritance/gift, the properties are subject to tax."
What happens if the person who received the properties has Japanese nationality?,"If the person who received the properties has Japanese nationality, not only the properties located in Japan but also the properties located outside the country are subject to inheritance/gift tax if either the person who gave the properties or the person who received the properties had an address in Japan within the five years prior to the time of the inheritance/gift."
Can you explain the taxpayer and scope of taxable properties for inheritance and gift tax in Japan?,"The taxpayers and scope of taxable properties for inheritance and gift tax in Japan are determined based on the addresses and nationalities of the decedent/donor and the heir/devisee/legatee/donee, as well as the location of the properties. The table provided in the text outlines these conditions."
"What is the meaning of ""person who gave properties"" and ""person who received properties"" in the context of inheritance and gift tax in Japan?","In the context of inheritance and gift tax in Japan, the ""person who gave properties"" refers to the decedent/donor, while the ""person who received properties"" refers to the heir/devisee/legatee/donee."
Can you provide an example of when a property located outside Japan is subject to Japanese inheritance/gift tax?,"Yes, a property located outside Japan is subject to Japanese inheritance/gift tax if the person who received the properties has Japanese nationality and either the person who gave the properties or the person who received the properties had an address in Japan within the five years prior to the time of the inheritance/gift."
What is the purpose of the foreign tax credit system in Japan?,The purpose of the foreign tax credit system in Japan is to avoid double taxation of income internationally.
What are the three types of foreign tax credits allowed in Japan?,"The three types of foreign tax credits allowed in Japan are direct tax credits, tax-sparing credits, and credits for foreign taxes corresponding to the income of a specified foreign subsidiary or similar entity."
What is the Foreign Dividend Exclusion system in Japan?,The Foreign Dividend Exclusion system in Japan allows domestic corporations to exclude from their taxable income a certain amount of dividend income from qualifying foreign subsidiaries.
What is the purpose of transfer pricing taxation in Japan?,The purpose of transfer pricing taxation in Japan is to prevent corporations from setting the prices for transactions with a parent company or other overseas affiliate at a different amount from ordinary (i.e. arm's -length) prices so as to transfer profits overseas.
What is the CFC (Controlled Foreign Company) rule in Japan?,The CFC rule in Japan is designed to prevent domestic corporations from evading taxes by retaining income through a foreign subsidiary established in a so-called tax haven.
What is the fixed asset tax (depreciable property tax) in Japan?,"The fixed asset tax (depreciable property tax) in Japan is a tax levied on the ownership of assets, specifically on land, structures, and depreciable assets for business use. It is payable by the owners of said property as of January 1 each year at a rate of 1.4%."
What is the city planning tax in Japan?,"The city planning tax in Japan is a surtax on the fixed asset tax, levied at a rate of 0.3% on land and structures within city planning zones."
What is the business office tax in Japan?,"The business office tax in Japan is levied on companies in major cities such as Tokyo and Osaka having facilities exceeding 1,000 square meters in floor space and/or having more than 100 employees. The tax rates are 600 yen per square meter of floor space and 0.25% of the total amount of employee salaries."
What is the registration and license tax in Japan?,The registration and license tax in Japan is levied for the registration of real estate/companies and the issue of business licenses.
What is the stamp duty in Japan?,The stamp duty in Japan is a tax payable on stipulated documents.
What is the thin-capitalization taxation rule in Japan?,"If a corporation's borrowing from an overseas controlling shareholder exceeds three times its equity (or an alternative reasonable ratio), interest on borrowing corresponding to the excess cannot be deducted from taxable income."
What are the Japanese earnings stripping rules?,"Deductions for payments of interest, etc. by corporations to parent companies or other affiliates are now disallowed to the extent that such interest exceeds 50% of the adjusted taxable income. However, this shall not apply in the case that the amount of interest paid to affiliates does not exceed 10 million yen or if interest payments to affiliates are not more than 50% of the total amount of that corporation's interest expenses."
How do the thin-capitalization taxation rule and the earnings stripping rules interact?,"If interest payments are subject to both these rules and the rules on thin-capitalization taxation described in 3.9.4 above would apply, the rules under which the non-deductible amount would be greater shall apply."
"What are the main items that have different handling in the taxation systems depending on the amount of paid-in capital or the amount of capital, etc.?","The main items include corporate tax, corporate inhabitant tax and enterprise tax."
What is the reduced corporate tax rate for corporations with 100 million yen or less paid-in capital?,The reduced tax rate of 15% applies for the part of annual taxable income of 8 million yen or less.
What is the enterprise tax on a pro forma basis for corporations with 100 million yen or less paid-in capital?,Exemption applies.
What is the special tax rate for certain family corporations with 100 million yen or less paid-in capital?,Tax exemption on retained earnings applies.
Are there any limitations on the carry-over of losses for corporations with 100 million yen or less paid-in capital?,No limitations apply.
Can corporations with 100 million yen or less paid-in capital receive a refund for carry-back of losses?,"Yes, they can receive a refund of the tax paid by offsetting the loss in the current business year against the income made in the previous business year."
"What is the total amount of the increase or decrease of capital, etc. resulting from free capital increases or dispositions of deficits that have been made since a certain past year?","The total amount of the increase or decrease of capital, etc. resulting from free capital increases or dispositions of deficits that have been made since a certain past year is referred to as the ""amount of capital, etc."" prescribed in the Corporate Tax Law or other certain amount of capital, etc."
"How is the amount of capital, etc. calculated?","The amount of capital, etc. is the sum of the paid-in capital and the capital reserve or the amount of investment in the case of the amount of capital, etc. as of the end of a business year being less than the amount of capital and the capital reserve or the amount of investment (applicable to the business years commencing on or after April 1, 2015)."
"Are there any special measures for unlisted corporations and corporations in the middle of reconstruction regarding the deduction rate for the amount of capital, etc.?","Yes, unlisted corporations and corporations in the middle of reconstruction are eligible for a deduction rate of 100% for a certain period of time regardless of the amount of paid-in capital."
"Are there any other special measures related to the amount of capital, etc. in the treatment of deductions of the allowance for bad debts, special provisions for taxation on entertainment expenses, and various special write-offs and tax deductions?","Yes, there are special measures depending on the amount of capital in the treatment of deductions of the allowance for bad debts, special provisions for taxation on entertainment expenses, and various special write-offs and tax deductions."
What are the main items that have different handling in the taxation system of consumption tax depending on the amount of capital?,The main items that have different handling in the taxation system of consumption tax depending on the amount of capital are tax liability and the conditions for exemption from the consumption tax.
What is the paid-in capital requirement for exemption from the consumption tax?,The paid-in capital requirement for exemption from the consumption tax is less than 10 million yen.
What conditions must a company meet to be exempt from the consumption tax?,"A company that has no base period, such as a newly established company, must meet certain conditions to be exempt from the consumption tax."
Who are the specialists that provide accounting and tax support to companies operating in Japan?,Certified public accountants and tax accountants are specialists that provide accounting and tax support to companies operating in Japan.
What are the monopoly businesses enjoyed by certified public accountants and tax accountants in Japan?,"Certified public accountants enjoy a monopoly on the performance of audits under the Certified Public Accountant Law, while tax accountants have a monopoly on tax agent services, preparation of tax documentation and tax consultations under the Certified Tax Accountant Law."
What are some of the laws in Japan that pertain to labor and the protection of workers?,"Some of the laws in Japan that pertain to labor and the protection of workers include the Labor Standards Act, the Industrial Safety and Health Act, and the Minimum Wage Act."
Do these labor laws apply to all enterprises in Japan?,"Yes, these laws apply in principle to all enterprises in Japan, regardless of whether the employer is Japanese or foreign, or the company is a foreign or Japanese-registered corporation."
Are foreign workers in Japan covered by these labor laws?,"Yes, foreign workers in Japan are covered by these labor laws provided that they meet the definition of workers under these laws."
What is the name of the government-run employment agency in Japan?,"The government-run employment agency in Japan is known as ""Hello Work."""
What kind of support does Hello Work offer?,Hello Work offers free support for people looking for work and companies looking for workers.
Are there any other types of employment agencies in Japan?,"Yes, there are also privately-run employment agencies in Japan, which come in several types, including executive search-type agencies and those that build up a database of registered potential employees."
How do privately-run employment agencies in Japan collect fees?,"Privately-run employment agencies in Japan often collect fees on a contingency basis, meaning they collect fees when someone from their database is successfully employed with a company."
What are some other ways companies can find employees in Japan?,"Companies in Japan can also find employees through newspapers, magazines (such as job-transfer magazines and industry-specific magazines), and Internet websites."
Is there any legislation that restricts how companies can recruit employees in Japan?,"Yes, under the Equal Employment Opportunities Act, employers must afford equal opportunities regardless of sex when recruiting and hiring workers. Employers may not specify male or female employees when advertising situations vacant, with the exception of a few specific positions."
What are the employment conditions that employers must notify employees in writing when entering into labor contracts?,"The term of the agreement, the workplace and duties, start and finish times, work in excess of regular working hours, breaks, days off and leaves, methods of determining, calculating and paying wages, the wage calculation period and payment times, matters pertaining to resignation and dismissal."
What happens to parts of a labor contract that do not meet the standards laid down by law?,They are invalid.
Can employers impose penalties for non-fulfillment of a labor contract?,"No, it is illegal to impose a penalty for non-fulfillment of a labor contract."
Can employers set a probation period before fully employing someone?,"Yes, employers are allowed to set a limited period of probation."
What is the maximum term for labor contracts?,"Three years, except in a few special cases."
Can workers resign during the term of a labor contract?,"Yes, workers may resign by notifying their employer at any time as long as at least one year has elapsed since the date of the start of the contract term."
"What is considered ""worker dispatching undertakings""?",Dispatching workers in its own employment in a regular basis to another company with which they have no contracts of employment to supply labor subject to the directions and orders of that other company.
Do companies need a government permit to engage in worker dispatching undertakings?,"Yes, to engage in worker dispatching undertakings, a company must have obtained a government permit."
Are employers allowed to change a worker's duties or temporarily assign them to another company?,"Yes, employers have considerable discretion when it comes to changing a worker's duties or temporarily assigning him or her to another company if this is reasonably necessary to business."
"Can employers require part-time workers to specify whether they will be eligible for pay increases, retirement allowances, and/or bonuses?","Yes, in the case of part-time workers, the employer must in addition specify in writing whether they will be eligible for pay increases, retirement allowances, and/or bonuses."
"Can a company change a worker's working conditions, such as wages and working hours, by agreement?","Yes, a company can change a worker's working conditions by agreement."
Can a company change the working conditions in a manner disadvantageous to the worker?,A company can change the working conditions in a manner disadvantageous to the worker if the change is reasonable in light of certain circumstances.
What are the circumstances that determine the reasonableness of a change in working conditions?,"The reasonableness of a change in working conditions is determined by the extent of the disadvantage to be incurred by the worker, the need for changing the working conditions, the appropriateness of the contents of the changed rules of employment, the status of negotiations with a labor union or the like, or any other circumstances pertaining to the change to the rules of employment."
What happens if the company changes the working conditions in a manner disadvantageous to the worker?,"If the change to the rules of employment is reasonable, the working conditions that constitute the contents of a labor contract shall be in accordance with such changed rules of employment."
Can the governing law for a labor contract be determined by agreement between the parties?,"Yes, the governing law for a labor contract can be determined by agreement between the parties."
Will legislation that is intended to protect workers be enforced in the forum state regardless of the governing law agreement?,"Yes, legislation that is clearly intended to protect workers as a matter of policy, such as the Labor Standards Act, will be compulsorily enforced in the forum state regardless of any agreement."
Can a worker claim the benefit of specific forcible provisions in the region where labor services are provided?,"Yes, a worker can claim the benefit of specific forcible provisions in the region where labor services are provided by indicating to the employer that he/she wishes that such provisions should be applied."
What happens if a labor contract does not stipulate the governing law?,"If a labor contract does not stipulate the governing law, it is assumed to be the law of the region in which labor services are provided."
Can a company require a guarantee of good conduct from a worker's relative or similar guarantor?,"Yes, a company can require a guarantee of good conduct from a worker's relative or similar guarantor when hiring a worker."
What is the term of the guarantee of good conduct if not specified?,"The term of the guarantee of good conduct is deemed to be three years if not specified, and up to a maximum of five years where a term is specified."
What are the three ways in which workers employed by other companies can be used?,"Worker dispatching, contracting, and temporary transfer."
What is worker dispatching?,"Temporary workers can be placed at companies to perform any duties other than port transport, construction, and security, as well as some medical work."
What is the maximum period for a temporary worker to work in the same organizational unit in the client?,Three years.
What happens if a placement lasts continuously for more than three years?,"The temporary worker must be, as a rule, employed directly by the client."
What is the difference between contracting and worker dispatching?,"In contracting, workers employed by one company are subject to the independent personnel administration, directions, and orders of company A, though actually performing work at another company. In worker dispatching, temporary workers are placed at companies to perform various duties."
What is temporary transfer?,It is permitted for workers employed by one company to enter new employment contracts with another company to provide labor subject to the directions and orders of company B for a specified period under an agreement between company A and company B.
What is legally banned in terms of labor contracts?,It is legally banned that a company which has directly recruited a worker and has him work under its supervision gets another company and the worker apparently make labor contract and treats him a dispatched or seconded worker to the Company-A from the Company-B.
What are the three types of corporate reorganization?,"Merger, business transfer, and company split."
What happens to labor contracts in the case of merger?,The company surviving after the merger succeeds all labor contracts.
What are the principles of wage payment in Japan?,"Employers must pay wages in legal tender, directly to the employee, not less than once per month, and on a specified date. They can remit wages into a bank account specified by the employee if the employee agrees, and can deduct social insurance premiums, taxes, and similar expenses from wages."
What is the guarantee of minimum wage in Japan?,"The minimum wage is determined according to region and industry, and employers must pay employees a wage that is not less than the minimum wage. The minimum wages in main prefectures are listed in the table provided."
How is the wage system typically structured in Japanese companies?,"Japanese companies typically pay wages on a monthly basis and provide summer and winter bonuses. Monthly wages usually include a basic wage and various allowances, and bonuses make up a high proportion of total wages."
What is the purpose of the high proportion of various allowances and bonuses in Japanese wages?,This system allows labor costs to be immediately reduced in the event of a recession.
What is the severance pay system in Japan?,"Almost all enterprises in Japan have a severance pay system, where a one-off payment is made to workers upon leaving the enterprise, calculated based on factors such as length of service and reason for leaving. This payment is not subject to social insurance contributions and is treated more favorably for tax purposes."
Are there any benefits for employers in adopting a yearly wage system in Japan?,"There are often few benefits for employers in practice under Japanese labor law. If a company introduces a yearly wage system, it usually only covers management-level employees."
How can enterprises in Japan recognize contributions to a severance pay reserve for accounting purposes?,"Provided certain conditions are met, enterprises can recognize contributions to a severance pay reserve held by a government, financial, or similar institution as expenses for accounting purposes."
"What is the average bonus paid by private-sector companies in Japan, according to Japan Business Federation (""Keidanren"") statistics?","According to Keidanren statistics, the average bonus paid by private-sector companies in FY2015 was 4.9 months' worth of monthly base pay for non-managerial positions in all industries."
Is the introduction of a yearly wage system common in Japanese companies?,"Whether or not a yearly wage system is introduced or extra wages are paid for overtime work is irrelevant, and the system is rarely adopted in practice."
What are the maximum working hours per week for businesses that are permitted to have their employees work up to 44 hours per week?,44 hours per week.
What businesses are permitted to have their employees work up to 44 hours per week?,"Retail and beauty services, cinemas and theatres, businesses related to health and hygiene, as well as restaurants and entertainment businesses with less than 10 regular employees."
What is the maximum number of hours an employee can work per day in principle?,Eight hours per day.
What is the minimum break an employer must give an employee who works six hours?,A 45-minute break.
What is the minimum break an employer must give an employee who works more than eight hours?,One hour break.
Are Sundays or public holidays mandatory days off for employees?,No.
What is the minimum number of days off an employer must grant employees in a four-week period?,Four days off.
What is the maximum number of hours an employer can require an employee to work in excess of statutory working hours in a week?,15 hours.
What is the maximum number of hours an employer can require an employee to work in excess of statutory working hours in a month?,45 hours.
What is the maximum number of hours an employer can require an employee to work in excess of statutory working hours in a year?,360 hours.
What is the rate of increase in wages for employees who work in excess of statutory working hours?,25%
What is the rate of increase in wages for employees who work in excess of statutory working hours exceeding 60 hours in a month?,50%
What is the rate of increase in wages for employees who work on statutory days off?,35%
What is the rate of increase in wages for employees who work late at night between 22:00 and 05:00?,25%
What is the rate of increase in wages for employees who work late at night in excess of statutory working hours?,50%
What is the rate of increase in wages for employees who work late at night in excess of statutory working hours exceeding 60 hours in a month?,75%
What is the rate of increase in wages for employees who work late at night on statutory days off?,60%
"Are persons in positions of management or supervision and persons handling confidential administrative work subject to the regulations on working hours, breaks and days off?","No, they are not subject to the regulations on working hours, breaks and days off (with the exception of regulations on night work)."
How is it determined whether a person is regarded as a manager/supervisor?,Whether he or she is regarded as a manager/supervisor is comprehensively judged by facts such as those below;
Are small and medium-sized enterprises affected by the new rates of increase for overtime work in items (2) and (6)?,"No, these new rates of increase will not apply to small and medium-sized enterprises for the time being."
What is the system of monthly modified working hours and what are its conditions?,"The system of monthly modified working hours allows employers to have employees work in excess of 40 hours in a specified week or in excess of eight hours on a specified day, provided that provisions are drawn up prohibiting employees' working hours from exceeding 40 hours on average per week for a specified period of not more than one month."
"What is the ""deemed working hour system"" and when is it used?","The ""deemed working hour system"" is used when calculating working hours is difficult due to employees working outside the workplace, such as for sales, media coverage, or other reasons."
How are deemed working hours calculated for employees working outside the workplace?,"If the employees need to work in excess of the prescribed working hours to provide the services, it will be deemed that the employees have worked for ""hours generally required to perform those services"" or ""hours prescribed in the labor-management agreement."""
"What is the ""discretionary working system for professional services""?",This system is for services that are highly professional and difficult to provide specific instructions on the means of performing services and the allocation of time. It allows for prescribing working hours in the labor-management agreement and deeming employees worked for those hours regardless of actual hours.
"How is the ""discretionary working system for professional services"" implemented?",It is implemented by prescribing working hours in the labor-management agreement and submitting that agreement to the Labor Standards Inspection Office.
"What is the ""discretionary working system for planning services""?","This system is for services such as planning, plan proposal, research, and analysis where the method of performing those services must be left to the employee's discretion to a large extent."
"How are deemed working hours calculated for the ""discretionary working system for planning services""?","If certain matters are resolved with the majority votes of four-fifth or more of the committee members at the labor-management committee, and the matter is registered to the Labor Standards Inspection Office, it will be deemed that the person worked for the hours resolved at the labor-management committee regardless of the actual working hours."
"What are the requirements for implementing the ""discretionary working system for planning services""?","Certain matters must be resolved with the majority votes of four-fifth or more of the committee members at the labor-management committee, and the matter must be registered to the Labor Standards Inspection Office."
Can increased rates of wages occur for excess hours in the deemed working hour system?,"Yes, increased rates of wages will occur for the excess hours if the deemed working hours exceed statutory working hours."
"What is the purpose of submitting the labor-management agreement to the Labor Standards Inspection Office in the ""discretionary working system for professional services""?","Submitting the labor-management agreement to the Labor Standards Inspection Office is required to implement the ""discretionary working system for professional services"" and for it to be deemed that employees worked for the hours prescribed in the agreement."
What is the minimum length of service required for an employee to be eligible for paid leave in Japan?,Six consecutive months from the time of hiring.
How many days of paid leave are granted to employees who have worked for six consecutive months?,10 days.
Can employees take their paid leave consecutively or separately?,"Yes, they can take their paid leave either consecutively or separately."
Can an employer require an employee to take paid leave at a different time if the employee's application would hinder normal business operations?,"Yes, an employer can require an employee to take paid leave at a different time if the employee's application would hinder normal business operations."
How does the number of days of paid leave available to employees increase with length of service?,"The number of days of paid leave available to employees increases in proportion to their length of service, as set forth in Table 4-3."
What is the maximum number of days of paid leave that an employee can take in any one year if they have been continuously employed at the same company for not less than seven years and six months?,40 days.
Can companies compensate employees for the right to annual paid leave that has expired?,"No, companies are not required to compensate for the right to annual paid leave that has expired."
Can employees carry over unused paid leave days to the next year?,"Yes, employees can carry over unused paid leave days to the next year, but only for one year."
Can part-time workers receive annual paid leave?,"Yes, part-time workers are granted annual paid leave in proportion to the number of prescribed working days that they work."
Are employers required to grant additional paid leave days for non-work-related illness or injury?,"No, employers are not required to grant paid leave days in addition to those described above to cover days on which employees did not work as a result of any non-work-related illness or injury."
What is the minimum leave period an employer must grant to an expectant mother before her expected date of delivery in Japan?,Six weeks.
Does an employer have the right to cause a female employee to work for a certain period after giving birth?,"No, employers are prohibited to cause any female employee to work for a period of eight weeks commencing from the day following that on which the employee gave birth."
Can an employer make employees who have worked at the company for less than one year ineligible for childcare leave?,"Yes, employers may deem employees who have worked at the company for less than one year to be ineligible for childcare leave, provided they stipulate to that effect in a labor-management agreement."
What is the maximum age limit for an employee to request childcare leave?,"The child's first birthday in principle, or up to the age of 18 months if certain conditions are met."
Can an employee with a child aged less than three years old request to be exempted from non-scheduled work?,"Yes, if an employee with a child aged less than three years old requests to be exempted from non-scheduled work, he/she must not be made to work in excess of prescribed working hours."
What is the maximum overtime work limit for an employee with a child of preschool age?,24 hours in a month or 150 hours in a year.
Can an employer make employees who have worked at the company for less than one year and those whose employment will terminate within 93 days ineligible for family care leave?,"Yes, employers may deem employees who have worked at the company for less than one year and those whose employment will terminate within 93 days ineligible for family care leave, provided they stipulate to that effect in a labor-management agreement."
What is the maximum leave period an employer must grant to an employee with a family member who requires nursing care?,Up to a maximum of 93 days in total per that family member.
Can an employee with a child of preschool age request to nurse his/her sick or injured child?,"Yes, if an employee with a child of preschool age requests to nurse his/her sick or injured child, he/she may take a leave of absence of up to five days per year (or up to 10 days per year if he/she has two or more children of preschool age)."
What is the Japanese government's target for the percentage of leadership positions filled by women by 2020?,30%.
What is the role of labor standards inspectors in Japan?,Labor standards inspectors in Japan are public employees who are responsible for ensuring legal compliance and assisting in the improvement of working conditions in any kind of business establishment.
What is the focus of recent investigations by labor standards inspectors?,The recent focus of investigations by labor standards inspectors has been on the nonpayment of overtime pay.
How much outstanding overtime pay was paid by 196 companies in FY2014?,"In FY2014, 196 companies paid outstanding overtime pay totaling 11 billion yen."
What are work rules in the Japanese labor context?,"Work rules are specific rules for the workplace containing working conditions such as working hours and wages, as well as rules that employees must comply with when working for business reasons."
Which employers are required to draw up work rules?,Employers with 10 or more regular employees are required to draw up work rules and submit them to the local Labor Standards Inspection Office.
Can employers with fewer than 10 workers also draw up work rules?,"Yes, establishments with fewer than 10 workers are encouraged to draw up work rules."
What is the legal force of work rules when they are reasonable in content?,"When work rules are reasonable in content, they have the same legal force as labor contracts."
What items must work rules at a minimum contain?,"Work rules must at a minimum contain information about start and finish times, breaks, days off, leave of absence, work shift arrangements, methods of determining, calculating and paying wages, arrangements regarding retirement allowances, extraordinary wages, meal expenses, safety and hygiene, job training, workers' accident compensation, awards and disciplinary measures, and other relevant matters."
What is the obligation of employers regarding the informing of workers about work rules?,Employers are required to inform workers of the work rules or any labor-management agreements as provided for in the Labor Standards Act.
What is the obligation of employers regarding safety and hygiene matters for workers?,Employers are obliged to pay due consideration to safety and hygiene matters to avoid illness or injury to workers in the course of work.
What is the requirement for health check-ups when hiring a regular employee?,"When hiring a regular employee, employers must have the new employee undergo a predetermined health check-up before hiring him/her."
How often must employers have regular employees undergo a health check-up?,Employers must have all regular employees undergo a health check-up by a doctor once per year (or at least once every six months in the case of employees engaged in specific kinds of work which may damage the employees' health including late night work and work involving X-rays).
What is the notice period for an employee to resign from a labor contract with no set term of agreement?,The employee can provide two weeks' notice.
Can a company work rule that requires more than two weeks' notice to resign be enforced?,"If the rule sets an unreasonable period, it is without effect."
What criteria must be met for an employer to dismiss an employee?,"There must be objectively reasonable grounds for dismissal, and dismissal must be deemed appropriate in light of socially accepted ideas. All possible grounds for dismissal must be clearly stated in the work rules."
How can employers ensure redundancies are deemed reasonable during company restructuring?,"They must meet the following four criteria: necessity, effort to avoid redundancy, reasonable selection, and prove that the standards by which they selected those to be made redundant are reasonable, and that redundancies were carried out fairly."
Is termination of an employment contract by the payment of a certain amount of money recognized as a matter of course by law in Japan?,"No, it is not recognized as a matter of course by law (except where an amicable settlement is reached between the parties concerned)."
What is recommended for employers before dismissing an employee?,It is recommended that employers first obtain the advice of a specialist in labor law (such as an attorney or labor and social security attorney).
What is the burden of proof in a dispute regarding dismissal of an employee?,The burden of proof is on the employer.
What is the Employment Adjustment Subsidy and how does it help preserve jobs in company restructuring?,"The Employment Adjustment Subsidy is a system where the government pays companies that temporarily lay off employees instead of making them redundant. It covers two thirds (one half in the case of large enterprises) of the cost of allowances paid for temporary layoffs, subject to a maximum amount. This helps preserve jobs by providing financial support to companies during restructuring."
Are there any restrictions on dismissing employees in certain situations?,"Yes, employers cannot dismiss employees while an employee is on leave from work due to illness or injury incurred in the course of work, or for 30 days following the completion of such leave. They also cannot dismiss employees while on maternity leave or for 30 days following the completion of such leave."
What are the cases where dismissal is invalid according to the provided information?,"The following cases of dismissal do not have legal effect: dismissal of a female worker during pregnancy or within one year of giving birth, and dismissal due to a worker's having reported an illegal act committed by his/her employer to the relevant authorities."
What is the notice period for dismissing an employee in this context?,"If an employer wishes to dismiss an employee, the employer must give the employee at least 30 days' notice."
Can an employer dismiss an employee summarily without notice?,"Yes, if the employer wishes to dismiss the employee summarily and without notice, the employer must pay the employee 30 days' wages at the time of dismissal (this payment of wages in lieu of notice is known as a ""notice allowance"")."
In what situations can an employer dismiss employees without notice and without paying a notice allowance?,"An employer may dismiss employees without notice and without paying a notice allowance if they obtain the approval of the head of the local Labor Standards Inspection Office in situations such as the company being unable to continue its business due to natural disaster or other unavoidable circumstances, or if the dismissal is unavoidable and the result of causes attributable to the employee, such as committing a crime or breaching workplace rules."
What is the maximum amount covered by the Employment Adjustment Subsidy?,"The Employment Adjustment Subsidy covers two thirds (one half in the case of large enterprises) of the cost of allowances paid for temporary layoffs, subject to a maximum amount. The exact maximum amount is not specified in the provided information."
What happens if an employee makes a false statement in their resume that is likely to be a factor in the decision to hire them?,"If an employee makes a false statement in their resume that is likely to be a factor in the decision to hire them, the employer may dismiss them without notice and without paying a notice allowance, provided they obtain the approval of the head of the local Labor Standards Inspection Office."
"What happens if an employee is absent without leave and without due cause for a period of two weeks or more, and fails to respond to orders to report for work?","If an employee is absent without leave and without due cause for a period of (generally) two weeks or more, and fails to respond to orders to report for work, the employer may dismiss them without notice and without paying a notice allowance, provided they obtain the approval of the head of the local Labor Standards Inspection Office."
What is the usual practice for dismissal in Japan?,"In Japan, it is common for employers to explain the business or job situation to the worker and persuade them to resign voluntarily. Various conditions may be discussed to encourage the worker to agree to resign."
Is it legal for an employer to prohibit a worker from working for a competitor after leaving the company in Japan?,"An agreement that prohibits working for a competitor for a certain period after leaving the company is only valid if the term, geographical scope, professional field concerned, and similar restrictions are reasonable and commensurate compensation is provided."
How does the term of directors in Kabushiki-Kaisha companies end?,The term of directors in Kabushiki-Kaisha companies ends upon expiration of their term of office.
Can directors resign at any time in Kabushiki-Kaisha companies?,"Yes, directors can resign at any time at their own discretion in Kabushiki-Kaisha companies."
What are the four different kinds of insurance systems that companies in Japan are legally obliged to take part in?,"The four different kinds of insurance systems are Workers' Accident Compensation Insurance, Employment Insurance, Health Insurance and Nursing Care Insurance, and Employees' Pension Insurance."
What does Workers' Accident Compensation Insurance cover?,Workers' Accident Compensation Insurance covers any illness or accident incurred by workers as a result of work or while commuting to or from work.
What does Employment Insurance cover?,Employment Insurance provides for workers that become unemployed and helps to maintain stable employment such as by providing financial aid and subsidies.
What does Health Insurance and Nursing Care Insurance cover?,Health Insurance and Nursing Care Insurance cover medical and nursing care expenses incurred by workers.
What does Employees' Pension Insurance cover?,"Employees' Pension Insurance provides for benefits to workers in their old age, or in the case of death or disability."
How does a company usually pay insurance premiums in Japan?,"A company usually pays insurance premiums by deducting the portion of the premiums payable by employees from their wages, and paying these together with the portion of the premiums payable by the company to the relevant authorities."
Who is eligible for Workers' Accident Compensation Insurance?,"As a rule, this is compulsorily applicable to all workers. Principals of small and medium businesses (representative director, etc.) may be specially approved for coverage if they apply."
What benefits are covered under Workers' Accident Compensation Insurance?,"Benefits are paid for any illness, injury, disability or death incurred as a result of an accident caused by work or while commuting to or from work."
How are premiums calculated for Workers' Accident Compensation Insurance?,Premiums are generally calculated as a certain percentage of each worker's total wage. The rate of premium depends on the kind of business carried out at the workplace.
What is the maximum premium rate for Workers' Accident Compensation Insurance?,The maximum premium rate was 8.8% (for metal/non-metal/coal-mining industries).
What is the minimum premium rate for Workers' Accident Compensation Insurance?,"The minimum premium rate is 0.25% (for finance, insurance, telecommunications and broadcasting industries)."
Who bears the burden of paying premiums for Workers' Accident Compensation Insurance?,The employer bears the burden of paying premiums.
What is added to the premium for Workers' Accident Compensation Insurance to fund benefits for asbestos-induced diseases?,0.002% is added to the above premium to fund benefits for asbestos-induced diseases.
What is the deadline for notifications for Workers' Accident Compensation Insurance?,Notifications must be submitted to the local Labor Standards Inspection Office within a period of 10 days starting on the day following that on which participation in the insurance program was established.
Who is eligible for Employment Insurance in Japan?,"In principle, this applies to all general workers. However, to qualify for Employment Insurance, part-time workers' prescribed working hours must not be less than 20 hours per week, and they must expect to be employed for not less than 31 days."
What is the premium rate for Employment Insurance in Japan?,The insurance premium rate was 1.10% (the employer paying 0.7% and the worker paying 0.4%) with the exception of a few kinds of job (revised on April 2016).
Who is obligated to participate in health insurance in Japan?,All incorporated companies without exception and sole proprietorships with five or more regular employees are generally obliged to take part in the insurance.
Are branches and sales offices of overseas companies treated as incorporated businesses or sole proprietorships?,Branches and sales offices of overseas companies are treated as incorporated businesses.
Who is covered under health insurance in Japan?,"Generally, all employees of the aforementioned applicable businesses are covered. Part-time employees are covered where their prescribed working hours are not less than 75% of those of full-time employees."
Are presidents and representative directors of incorporated companies covered under health insurance in Japan?,"Yes, presidents and representative directors of incorporated companies are covered."
